,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
415,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,415,--,"REBOUND DEF by CHURCH,MORGAN",,,,,,,"REBOUND DEF by CHURCH,MORGAN",4,defensive rebound,,lasell,morgan church,,
416,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,416,07:52,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",4,subbing in,,Centre,abigail wehby,,472
417,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,417,07:52,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",4,subbing in,,Centre,olivia schad,,472
418,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,418,07:52,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",4,subbing out,,Centre,lakken miller,,472
419,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,419,07:52,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",4,subbing out,,Centre,ami ballard,,472
420,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,420,07:45,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",4,foul,,Centre,abigail wehby,,465
421,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,421,07:39,"FOUL  by SANTANA,KIESHA",,,,,,,"FOUL  by SANTANA,KIESHA",4,foul,,lasell,kiesha santana,,459
422,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,422,07:39,"TURNOVER  by SANTANA,KIESHA",,,,,,,"TURNOVER  by SANTANA,KIESHA",4,turnover,,lasell,kiesha santana,,459
423,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,423,07:39,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",4,subbing in,,Centre,ami ballard,,459
424,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,424,07:39,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",4,subbing out,,Centre,abigail wehby,,459
425,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,425,07:27,,,,,"TURNOVER  by BUNNER,CHEYENNE",,,"TURNOVER  by BUNNER,CHEYENNE",4,turnover,,Centre,cheyenne bunner,,447
426,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,426,07:26,"STEAL  by CHURCH,MORGAN",,,,,,,"STEAL  by CHURCH,MORGAN",4,steal,,lasell,,,446
427,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,427,07:19,"TURNOVER  by CHURCH,MORGAN",,,,,,,"TURNOVER  by CHURCH,MORGAN",4,turnover,,lasell,morgan church,,439
428,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,428,07:18,,,,,"STEAL  by SCHAD,OLIVIA",,,"STEAL  by SCHAD,OLIVIA",4,steal,,Centre,,,438
429,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,429,07:15,,,,,"TURNOVER  by BALLARD,AMI",,,"TURNOVER  by BALLARD,AMI",4,turnover,,Centre,ami ballard,,435
430,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,430,07:15,"SUB IN by KERR,TEHIJA",,,,,,,"SUB IN by KERR,TEHIJA",4,subbing in,,lasell,tehija kerr,,435
431,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,431,07:15,"SUB OUT by FENTON,BECCA",,,,,,,"SUB OUT by FENTON,BECCA",4,subbing out,,lasell,becca fenton,,435
432,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,432,07:15,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",4,subbing in,,Centre,cheyenne bunner,,435
433,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,433,07:15,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",4,subbing in,,Centre,ellen hicks,,435
434,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,434,07:15,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",4,subbing out,,Centre,madison rice,,435
435,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,435,07:15,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",4,subbing out,,Centre,cheyenne bunner,,435
436,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,436,07:00,"TURNOVER  by CHURCH,MORGAN",,,,,,,"TURNOVER  by CHURCH,MORGAN",4,turnover,,lasell,morgan church,,420
437,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,437,06:50,,21,,46 (+25),"GOOD LAYUP by FEE,MIKAYLA(in the paint)",CENTRE-W 21-46 (+25),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",4,layup,good,Centre,mikayla fee,2,410
438,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,438,--,,,,,"ASSIST  by MARCUM,MADISON",,,"ASSIST  by MARCUM,MADISON",4,assist,,Centre,madison marcum,,
439,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,439,06:27,"MISS 3PTR by CHURCH,MORGAN",,,,,,,"MISS 3PTR by CHURCH,MORGAN",4,three pointer,missed,lasell,morgan church,,387
440,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,440,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",4,defensive rebound,,Centre,mikayla fee,,
441,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,441,06:13,,21,,48 (+27),"GOOD LAYUP by HICKS,ELLEN(in the paint)",CENTRE-W 21-48 (+27),,"GOOD LAYUP by HICKS,ELLEN(in the paint)",4,layup,good,Centre,ellen hicks,2,373
442,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,442,--,,,,,"ASSIST  by BALLARD,AMI",,,"ASSIST  by BALLARD,AMI",4,assist,,Centre,ami ballard,,
443,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,443,05:49,"MISS LAYUP by CHURCH,MORGAN",,,,,,,"MISS LAYUP by CHURCH,MORGAN",4,layup,missed,lasell,morgan church,,349
444,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,444,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",4,defensive rebound,,Centre,madison marcum,,
445,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,445,05:44,"FOUL  by SANTANA,KIESHA",,,,,,,"FOUL  by SANTANA,KIESHA",4,foul,,lasell,kiesha santana,,344
446,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,446,05:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,4,timeout,,lasell,,,344
447,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,447,05:44,,21,,49 (+28),"GOOD FT by HICKS,ELLEN",CENTRE-W 21-49 (+28),,"GOOD FT by HICKS,ELLEN",4,free throw,good,Centre,ellen hicks,1,344
448,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,448,05:44,,,,,"MISS FT by HICKS,ELLEN",,,"MISS FT by HICKS,ELLEN",4,free throw,missed,Centre,ellen hicks,,344
449,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,449,--,"REBOUND DEF by KERR,TEHIJA",,,,,,,"REBOUND DEF by KERR,TEHIJA",4,defensive rebound,,lasell,tehija kerr,,
450,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,450,05:44,"SUB IN by CARROLL,MEGHAN",,,,,,,"SUB IN by CARROLL,MEGHAN",4,subbing in,,lasell,meghan carroll,,344
451,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,451,05:44,"SUB OUT by SANTANA,KIESHA",,,,,,,"SUB OUT by SANTANA,KIESHA",4,subbing out,,lasell,kiesha santana,,344
452,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,452,05:44,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",4,subbing in,,Centre,abigail wehby,,344
453,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,453,05:44,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",4,subbing in,,Centre,kylee murray,,344
454,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,454,05:44,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",4,subbing out,,Centre,ami ballard,,344
455,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,455,05:44,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",4,subbing out,,Centre,olivia schad,,344
456,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,456,05:39,,,,,"FOUL  by HICKS,ELLEN",,,"FOUL  by HICKS,ELLEN",4,foul,,Centre,ellen hicks,,339
457,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,457,05:37,"MISS LAYUP by CARON,JAIME",,,,,,,"MISS LAYUP by CARON,JAIME",4,layup,missed,lasell,jaime caron,,337
458,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,458,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",4,defensive rebound,,Centre,madison marcum,,
459,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,459,05:29,"FOUL  by KERR,TEHIJA",,,,,,,"FOUL  by KERR,TEHIJA",4,foul,,lasell,tehija kerr,,329
460,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,460,05:06,,,,,"MISS 3PTR by MURRAY,KYLEE",,,"MISS 3PTR by MURRAY,KYLEE",4,three pointer,missed,Centre,kylee murray,,306
461,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,461,--,"REBOUND DEF by ROSS,DANA",,,,,,,"REBOUND DEF by ROSS,DANA",4,defensive rebound,,lasell,dana ross,,
462,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,462,04:50,"MISS JUMPER by KERR,TEHIJA",,,,,,,"MISS JUMPER by KERR,TEHIJA",4,jumper,missed,lasell,tehija kerr,,290
463,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,463,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",4,defensive rebound,,Centre,ellen hicks,,
464,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,464,04:27,"FOUL  by KERR,TEHIJA",,,,,,,"FOUL  by KERR,TEHIJA",4,foul,,lasell,tehija kerr,,267
465,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,465,04:27,,,,,"MISS FT by HICKS,ELLEN",,,"MISS FT by HICKS,ELLEN",4,free throw,missed,Centre,ellen hicks,,267
466,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,466,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4,deadball rebound,,Centre,,,
467,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,467,04:27,,,,,"MISS FT by HICKS,ELLEN",,,"MISS FT by HICKS,ELLEN",4,free throw,missed,Centre,ellen hicks,,267
468,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,468,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,4,defensive rebound,,Centre,,,
469,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,469,04:27,"SUB IN by YEAGER,NICOLE",,,,,,,"SUB IN by YEAGER,NICOLE",4,subbing in,,lasell,nicole yeager,,267
470,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,470,04:27,"SUB IN by FENTON,BECCA",,,,,,,"SUB IN by FENTON,BECCA",4,subbing in,,lasell,becca fenton,,267
471,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,471,04:27,"SUB OUT by SEARS,MEGAN",,,,,,,"SUB OUT by SEARS,MEGAN",4,subbing out,,lasell,megan sears,,267
472,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,472,04:27,"SUB OUT by CHURCH,MORGAN",,,,,,,"SUB OUT by CHURCH,MORGAN",4,subbing out,,lasell,morgan church,,267
473,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,473,04:25,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",4,subbing in,,Centre,lakken miller,,265
474,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,474,04:25,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",4,subbing in,,Centre,cheyenne bunner,,265
475,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,475,04:25,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",4,subbing in,,Centre,ami ballard,,265
476,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,476,04:25,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",4,subbing out,,Centre,abigail wehby,,265
477,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,477,04:25,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",4,subbing out,,Centre,madison marcum,,265
478,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,478,04:25,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",4,subbing out,,Centre,mikayla fee,,265
479,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,479,04:14,"TURNOVER  by KERR,TEHIJA",,,,,,,"TURNOVER  by KERR,TEHIJA",4,turnover,,lasell,tehija kerr,,254
480,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,480,04:00,"SUB IN by MARKLAND,DEVYN",,,,,,,"SUB IN by MARKLAND,DEVYN",4,subbing in,,lasell,devyn markland,,240
481,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,481,04:00,"SUB OUT by ROSS,DANA",,,,,,,"SUB OUT by ROSS,DANA",4,subbing out,,lasell,dana ross,,240
482,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,482,03:58,,,,,"MISS LAYUP by HICKS,ELLEN",,,"MISS LAYUP by HICKS,ELLEN",4,layup,missed,Centre,ellen hicks,,238
483,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,483,--,"REBOUND DEF by MARKLAND,DEVYN",,,,,,,"REBOUND DEF by MARKLAND,DEVYN",4,defensive rebound,,lasell,devyn markland,,
484,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,484,03:36,,,,,"FOUL  by MURRAY,KYLEE",,,"FOUL  by MURRAY,KYLEE",4,foul,,Centre,kylee murray,,216
485,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,485,03:36,"MISS FT by KERR,TEHIJA",,,,,,,"MISS FT by KERR,TEHIJA",4,free throw,missed,lasell,tehija kerr,,216
