,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
203,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,203,05:05,"MISS JUMPER by CHURCH,MORGAN",,,,,,,"MISS JUMPER by CHURCH,MORGAN",2,jumper,missed,lasell,morgan church,,305
204,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,204,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,lasell,,,
205,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,205,04:57,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,297
206,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,206,04:47,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,287
207,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,207,04:47,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,287
208,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,208,04:47,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,287
209,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,209,04:44,"MISS 3PTR by CHURCH,MORGAN",,,,,,,"MISS 3PTR by CHURCH,MORGAN",2,three pointer,missed,lasell,morgan church,,284
210,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,210,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
211,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,211,04:12,,,,,"MISS 3PTR by WILSON,KATHLEEN",,,"MISS 3PTR by WILSON,KATHLEEN",2,three pointer,missed,Centre,kathleen wilson,,252
212,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,212,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
213,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,213,03:50,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",2,foul,,Centre,cheyenne bunner,,230
214,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,214,03:50,"GOOD FT by CHURCH,MORGAN",9,,20 (+11),,LC 9-20 (+11),,"GOOD FT by CHURCH,MORGAN",2,free throw,good,lasell,morgan church,1,230
215,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,215,03:50,"GOOD FT by CHURCH,MORGAN",10,,20 (+10),,LC 10-20 (+10),,"GOOD FT by CHURCH,MORGAN",2,free throw,good,lasell,morgan church,1,230
216,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,216,03:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,225
217,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,217,03:45,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,225
218,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,218,03:45,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,225
219,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,219,03:31,,,,,"MISS 3PTR by WILSON,KATHLEEN",,,"MISS 3PTR by WILSON,KATHLEEN",2,three pointer,missed,Centre,kathleen wilson,,211
220,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,220,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
221,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,221,03:02,"MISS LAYUP by CHURCH,MORGAN",,,,,,,"MISS LAYUP by CHURCH,MORGAN",2,layup,missed,lasell,morgan church,,182
222,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,222,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
223,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,223,02:52,,,,,"MISS JUMPER by WILSON,KATHLEEN",,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,172
224,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,224,--,,,,,"REBOUND OFF by BUNNER,CHEYENNE",,,"REBOUND OFF by BUNNER,CHEYENNE",2,offensive rebound,,Centre,cheyenne bunner,,
225,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,225,02:47,,10,,22 (+12),"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 10-22 (+12),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",2,layup,good,Centre,cheyenne bunner,2,167
226,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,226,02:26,"GOOD LAYUP by CARON,JAIME(in the paint)",12,,22 (+10),,LC 12-22 (+10),,"GOOD LAYUP by CARON,JAIME(in the paint)",2,layup,good,lasell,jaime caron,2,146
227,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,227,02:09,,,,,"MISS LAYUP by FEE,MIKAYLA",,,"MISS LAYUP by FEE,MIKAYLA",2,layup,missed,Centre,mikayla fee,,129
228,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,228,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
229,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,229,02:08,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,128
230,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,230,02:08,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,128
231,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,231,02:08,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,128
232,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,232,02:08,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,128
233,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,233,02:08,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,128
234,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,234,02:08,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,128
235,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,235,02:08,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,128
236,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,236,02:08,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,128
237,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,237,01:55,"MISS LAYUP by CARON,JAIME",,,,,,,"MISS LAYUP by CARON,JAIME",2,layup,missed,lasell,jaime caron,,115
238,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,238,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,lasell,,,
239,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,239,01:53,"SUB IN by CARROLL,MEGHAN",,,,,,,"SUB IN by CARROLL,MEGHAN",2,subbing in,,lasell,meghan carroll,,113
240,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,240,01:53,"SUB OUT by CARON,JAIME",,,,,,,"SUB OUT by CARON,JAIME",2,subbing out,,lasell,jaime caron,,113
241,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,241,01:48,"MISS LAYUP by CARROLL,MEGHAN",,,,,,,"MISS LAYUP by CARROLL,MEGHAN",2,layup,missed,lasell,meghan carroll,,108
242,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,242,--,"REBOUND OFF by CARROLL,MEGHAN",,,,,,,"REBOUND OFF by CARROLL,MEGHAN",2,offensive rebound,,lasell,meghan carroll,,
243,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,243,01:47,"MISS LAYUP by CARROLL,MEGHAN",,,,,,,"MISS LAYUP by CARROLL,MEGHAN",2,layup,missed,lasell,meghan carroll,,107
244,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,244,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
245,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,245,01:29,,,,,"TURNOVER  by STEWART,ABIGAIL",,,"TURNOVER  by STEWART,ABIGAIL",2,turnover,,Centre,abigail stewart,,89
246,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,246,01:28,"STEAL  by ROSS,DANA",,,,,,,"STEAL  by ROSS,DANA",2,steal,,lasell,,,88
247,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,247,01:12,"GOOD JUMPER by HOFFMAN,BRIANNA(in the paint)",14,,22 (+8),,LC 14-22 (+8),,"GOOD JUMPER by HOFFMAN,BRIANNA(in the paint)",2,jumper,good,lasell,brianna hoffman,2,72
248,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,248,01:01,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,61
249,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,249,--,"REBOUND DEF by ROSS,DANA",,,,,,,"REBOUND DEF by ROSS,DANA",2,defensive rebound,,lasell,dana ross,,
250,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,250,00:42,"MISS LAYUP by CARROLL,MEGHAN",,,,,,,"MISS LAYUP by CARROLL,MEGHAN",2,layup,missed,lasell,meghan carroll,,42
251,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,251,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
252,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,252,00:29,,,,,"MISS LAYUP by STEWART,ABIGAIL",,,"MISS LAYUP by STEWART,ABIGAIL",2,layup,missed,Centre,abigail stewart,,29
253,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,253,--,"REBOUND DEF by ROSS,DANA",,,,,,,"REBOUND DEF by ROSS,DANA",2,defensive rebound,,lasell,dana ross,,
254,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,254,00:02,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,2
255,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,255,00:02,"GOOD FT by CHURCH,MORGAN",15,,22 (+7),,LC 15-22 (+7),,"GOOD FT by CHURCH,MORGAN",2,free throw,good,lasell,morgan church,1,2
256,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,256,00:02,"MISS FT by CHURCH,MORGAN",,,,,,,"MISS FT by CHURCH,MORGAN",2,free throw,missed,lasell,morgan church,,2
257,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,257,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
258,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,258,Start Period 3,,,,,,,,,3,,,,,,
259,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,259,09:51,,15,,24 (+9),"GOOD JUMPER by WILSON,KATHLEEN",CENTRE-W 15-24 (+9),,"GOOD JUMPER by WILSON,KATHLEEN",3,jumper,good,Centre,kathleen wilson,2,591
260,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,260,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",3,assist,,Centre,olivia schad,,
261,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,261,09:34,"MISS LAYUP by FENTON,BECCA",,,,,,,"MISS LAYUP by FENTON,BECCA",3,layup,missed,lasell,becca fenton,,574
262,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,262,--,"REBOUND OFF by ROSS,DANA",,,,,,,"REBOUND OFF by ROSS,DANA",3,offensive rebound,,lasell,dana ross,,
263,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,263,09:29,"MISS JUMPER by CARON,JAIME",,,,,,,"MISS JUMPER by CARON,JAIME",3,jumper,missed,lasell,jaime caron,,569
264,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,264,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",3,defensive rebound,,Centre,paige kellam,,
265,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,265,09:21,,15,,27 (+12),"GOOD 3PTR by WILSON,KATHLEEN",CENTRE-W 15-27 (+12),,"GOOD 3PTR by WILSON,KATHLEEN",3,three pointer,good,Centre,kathleen wilson,3,561
266,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,266,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",3,assist,,Centre,olivia schad,,
267,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,267,08:58,"MISS LAYUP by CARON,JAIME",,,,,,,"MISS LAYUP by CARON,JAIME",3,layup,missed,lasell,jaime caron,,538
268,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,268,08:58,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",3,block,,Centre,abigail stewart,,538
269,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,269,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3,offensive rebound,,lasell,,,
270,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,270,08:48,"GOOD JUMPER by CARON,JAIME",17,,27 (+10),,LC 17-27 (+10),,"GOOD JUMPER by CARON,JAIME",3,jumper,good,lasell,jaime caron,2,528
271,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,271,--,"ASSIST  by FENTON,BECCA",,,,,,,"ASSIST  by FENTON,BECCA",3,assist,,lasell,becca fenton,,
272,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,272,08:19,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",3,turnover,,Centre,paige kellam,,499
273,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,273,08:19,"STEAL  by CHURCH,MORGAN",,,,,,,"STEAL  by CHURCH,MORGAN",3,steal,,lasell,,,499
