,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,TMC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
377,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,377,04:10,"SUB OUT by HUBER,OLIVIA",,,,,,,"SUB OUT by HUBER,OLIVIA",2,subbing out,,thomas more college,olivia huber,,250
378,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,378,04:10,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",2,subbing in,,Centre,mary gordon stough,,250
379,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,379,04:10,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,250
380,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,380,04:10,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,250
381,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,381,04:10,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",2,subbing out,,Centre,alanna guy,,250
382,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,382,03:51,,,,,"MISS JUMPER by COLLIVER,OLIVIA",,,"MISS JUMPER by COLLIVER,OLIVIA",2,jumper,missed,Centre,olivia colliver,,231
383,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,383,--,"REBOUND DEF by SANTAMARIA,ALEXA",,,,,,,"REBOUND DEF by SANTAMARIA,ALEXA",2,defensive rebound,,thomas more college,alexa santamaria,,
384,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,384,03:37,"MISS 3PTR by HIGNITE,MIKAH",,,,,,,"MISS 3PTR by HIGNITE,MIKAH",2,three pointer,missed,thomas more college,mikah hignite,,217
385,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,385,--,"REBOUND OFF by KRUSLING,STEPHANIE",,,,,,,"REBOUND OFF by KRUSLING,STEPHANIE",2,offensive rebound,,thomas more college,stephanie krusling,,
386,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,386,03:31,"GOOD JUMPER by BARTELS,KILEY",68 (+38),,30,,TMC 68-30 (-38),,"GOOD JUMPER by BARTELS,KILEY",2,jumper,good,thomas more college,kiley bartels,2,211
387,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,387,03:02,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",2,jumper,missed,Centre,maggie hartlage,,182
388,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,388,--,"REBOUND DEF by SANTAMARIA,ALEXA",,,,,,,"REBOUND DEF by SANTAMARIA,ALEXA",2,defensive rebound,,thomas more college,alexa santamaria,,
389,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,389,02:51,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",2,foul,,Centre,maggie hartlage,,171
390,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,390,02:51,"MISS FT by SANTAMARIA,ALEXA",,,,,,,"MISS FT by SANTAMARIA,ALEXA",2,free throw,missed,thomas more college,alexa santamaria,,171
391,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,391,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,thomas more college,,,
392,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,392,02:51,"MISS FT by SANTAMARIA,ALEXA",,,,,,,"MISS FT by SANTAMARIA,ALEXA",2,free throw,missed,thomas more college,alexa santamaria,,171
393,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,393,--,"REBOUND OFF by HIGNITE,MIKAH",,,,,,,"REBOUND OFF by HIGNITE,MIKAH",2,offensive rebound,,thomas more college,mikah hignite,,
394,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,394,02:51,"SUB IN by DEVINE,HANNAH",,,,,,,"SUB IN by DEVINE,HANNAH",2,subbing in,,thomas more college,hannah devine,,171
395,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,395,02:51,"SUB OUT by KRUSLING,STEPHANIE",,,,,,,"SUB OUT by KRUSLING,STEPHANIE",2,subbing out,,thomas more college,stephanie krusling,,171
396,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,396,02:48,"MISS LAYUP by HIGNITE,MIKAH",,,,,,,"MISS LAYUP by HIGNITE,MIKAH",2,layup,missed,thomas more college,mikah hignite,,168
397,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,397,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",2,defensive rebound,,Centre,olivia colliver,,
398,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,398,02:24,,68 (+36),,32,"GOOD JUMPER by ANDREASSEN,CAROLINE",CENTRE_W 68-32 (-36),,"GOOD JUMPER by ANDREASSEN,CAROLINE",2,jumper,good,Centre,caroline andreassen,2,144
399,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,399,02:10,"MISS JUMPER by SANTAMARIA,ALEXA",,,,,,,"MISS JUMPER by SANTAMARIA,ALEXA",2,jumper,missed,thomas more college,alexa santamaria,,130
400,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,400,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",2,defensive rebound,,Centre,mary gordon stough,,
401,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,401,01:44,"FOUL  by HIGNITE,MIKAH",,,,,,,"FOUL  by HIGNITE,MIKAH",2,foul,,thomas more college,mikah hignite,,104
402,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,402,01:44,,68 (+35),,33,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 68-33 (-35),,"GOOD FT by HARTLAGE,MAGGIE",2,free throw,good,Centre,maggie hartlage,1,104
403,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,403,01:44,,68 (+34),,34,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 68-34 (-34),,"GOOD FT by HARTLAGE,MAGGIE",2,free throw,good,Centre,maggie hartlage,1,104
404,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,404,01:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,104
405,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,405,01:44,"SUB IN by PLUTO,EMILY",,,,,,,"SUB IN by PLUTO,EMILY",2,subbing in,,thomas more college,emily pluto,,104
406,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,406,01:44,"SUB OUT by SANTAMARIA,ALEXA",,,,,,,"SUB OUT by SANTAMARIA,ALEXA",2,subbing out,,thomas more college,alexa santamaria,,104
407,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,407,01:44,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,104
408,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,408,01:44,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",2,subbing out,,Centre,mary gordon stough,,104
409,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,409,01:31,"GOOD 3PTR by DEVINE,HANNAH",71 (+37),,34,,TMC 71-34 (-37),,"GOOD 3PTR by DEVINE,HANNAH",2,three pointer,good,thomas more college,hannah devine,3,91
410,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,410,--,"ASSIST  by PLUTO,EMILY",,,,,,,"ASSIST  by PLUTO,EMILY",2,assist,,thomas more college,emily pluto,,
411,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,411,01:14,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",2,layup,missed,Centre,maggie hartlage,,74
412,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,412,--,,,,,"REBOUND OFF by MCKNIGHT,KAITLYN",,,"REBOUND OFF by MCKNIGHT,KAITLYN",2,offensive rebound,,Centre,kaitlyn mcknight,,
413,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,413,01:09,,71 (+35),,36,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",CENTRE_W 71-36 (-35),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",2,layup,good,Centre,kaitlyn mcknight,2,69
414,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,414,00:43,"MISS JUMPER by HIGNITE,MIKAH",,,,,,,"MISS JUMPER by HIGNITE,MIKAH",2,jumper,missed,thomas more college,mikah hignite,,43
415,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,415,--,,,,,"REBOUND DEF by RHULE,BONNIE",,,"REBOUND DEF by RHULE,BONNIE",2,defensive rebound,,Centre,bonnie rhule,,
416,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,416,00:30,"FOUL  by PLUTO,EMILY",,,,,,,"FOUL  by PLUTO,EMILY",2,foul,,thomas more college,emily pluto,,30
417,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,417,00:30,,71 (+34),,37,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 71-37 (-34),,"GOOD FT by HARTLAGE,MAGGIE",2,free throw,good,Centre,maggie hartlage,1,30
418,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,418,00:30,,71 (+33),,38,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 71-38 (-33),,"GOOD FT by HARTLAGE,MAGGIE",2,free throw,good,Centre,maggie hartlage,1,30
419,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,419,00:11,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",2,foul,,Centre,bonnie rhule,,11
420,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,420,00:11,"GOOD FT by BARTELS,KILEY",72 (+34),,38,,TMC 72-38 (-34),,"GOOD FT by BARTELS,KILEY",2,free throw,good,thomas more college,kiley bartels,1,11
421,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,421,00:11,"GOOD FT by BARTELS,KILEY",73 (+35),,38,,TMC 73-38 (-35),,"GOOD FT by BARTELS,KILEY",2,free throw,good,thomas more college,kiley bartels,1,11
422,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,422,00:02,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",2,jumper,missed,Centre,maggie hartlage,,2
423,10,thomas-more,Thomas More College,Centre College,38-73,38,73,"20, 18, 38","41, 32, 73",20,18,38,41,32,73,6-4,10-0,12/30/13,Lose,101,No Location Recorded,7:00 p.m.,H,423,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,thomas more college,,,
