,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,LCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
396,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,396,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",2,defensive rebound,,Centre,michele judy,,
397,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,397,01:32,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",2,turnover,,Centre,michele judy,,92
398,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,398,01:32,,,,,"MISS LAYUP by MCDONALD,MORGAN",,,"MISS LAYUP by MCDONALD,MORGAN",2,layup,missed,lagrange,morgan mcdonald,,92
399,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,399,01:32,"BLOCK  by JUDY,MICHELE",,,,,,,"BLOCK  by JUDY,MICHELE",2,block,,Centre,michele judy,,92
400,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,400,--,"REBOUND DEF by COLLIVER,OLIVIA",,,,,,,"REBOUND DEF by COLLIVER,OLIVIA",2,defensive rebound,,Centre,olivia colliver,,
401,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,401,01:32,"SUB IN by ASMUS,KRISTEN",,,,,,,"SUB IN by ASMUS,KRISTEN",2,subbing in,,Centre,kristen asmus,,92
402,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,402,01:32,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,92
403,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,403,01:32,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",2,subbing out,,Centre,alanna guy,,92
404,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,404,01:32,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,92
405,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,405,01:26,"SUB IN by MCNIGHT,KAITLYN",,,,,,,"SUB IN by MCNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcnight,,86
406,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,406,01:26,"SUB IN by CARRICK,ASHTON",,,,,,,"SUB IN by CARRICK,ASHTON",2,subbing in,,Centre,ashton carrick,,86
407,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,407,01:26,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,86
408,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,408,01:26,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",2,subbing out,,Centre,olivia colliver,,86
409,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,409,01:03,"MISS 3PTR by ASMUS,KRISTEN",,,,,,,"MISS 3PTR by ASMUS,KRISTEN",2,three pointer,missed,Centre,kristen asmus,,63
410,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,410,--,,,,,"REBOUND DEF by MCDONALD,MORGAN",,,"REBOUND DEF by MCDONALD,MORGAN",2,defensive rebound,,lagrange,morgan mcdonald,,
411,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,411,00:49,,,,,"TURNOVER  by BRASHIER,CAROLINE",,,"TURNOVER  by BRASHIER,CAROLINE",2,turnover,,lagrange,caroline brashier,,49
412,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,412,00:49,,,,,"SUB IN by CONNELL,HUNTER",,,"SUB IN by CONNELL,HUNTER",2,subbing in,,lagrange,hunter connell,,49
413,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,413,00:49,,,,,"SUB OUT by BUTLER,FALINJIA",,,"SUB OUT by BUTLER,FALINJIA",2,subbing out,,lagrange,falinjia butler,,49
414,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,414,00:34,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",2,turnover,,Centre,michele judy,,34
415,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,415,00:32,,,,,"STEAL  by CONNELL,HUNTER",,,"STEAL  by CONNELL,HUNTER",2,steal,,lagrange,,,32
416,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,416,00:29,,,,,"MISS 3PTR by BRASHIER,CAROLINE",,,"MISS 3PTR by BRASHIER,CAROLINE",2,three pointer,missed,lagrange,caroline brashier,,29
417,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,417,--,,,,,"REBOUND OFF by MITCHELL,KELSEY",,,"REBOUND OFF by MITCHELL,KELSEY",2,offensive rebound,,lagrange,kelsey mitchell,,
418,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,418,00:24,"FOUL  by JUDY,MICHELE",,,,,,,"FOUL  by JUDY,MICHELE",2,foul,,Centre,michele judy,,24
419,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,419,00:24,,65 (+18),,47,"GOOD FT by MITCHELL,KELSEY",LCW 65-47 (+18),,"GOOD FT by MITCHELL,KELSEY",2,free throw,good,lagrange,kelsey mitchell,1,24
420,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,420,00:24,,65 (+17),,48,"GOOD FT by MITCHELL,KELSEY",LCW 65-48 (+17),,"GOOD FT by MITCHELL,KELSEY",2,free throw,good,lagrange,kelsey mitchell,1,24
421,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,421,00:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,24
