,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
221,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,221,02:35,,26,,30 (+4),"GOOD FT by PREWITT,MAGGIE",CENTRE 26-30 (+4),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,155
222,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,222,02:35,,26,,31 (+5),"GOOD FT by PREWITT,MAGGIE",CENTRE 26-31 (+5),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,155
223,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,223,02:08,"TURNOVER  by ASHLEY-PAULEY,KATY",,,,,,,"TURNOVER  by ASHLEY-PAULEY,KATY",1,turnover,,hendrix college,katy ashley-pauley,,128
224,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,224,02:08,,,,,"STEAL  by HARTLAGE,MAGGIE",,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,128
225,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,225,02:08,"SUB IN by ROANE,ANNA",,,,,,,"SUB IN by ROANE,ANNA",1,subbing in,,hendrix college,anna roane,,128
226,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,226,02:08,"SUB OUT by DEVLIN,SAMANTHA",,,,,,,"SUB OUT by DEVLIN,SAMANTHA",1,subbing out,,hendrix college,samantha devlin,,128
227,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,227,01:49,,26,,34 (+8),"GOOD 3PTR by GOATLEY,JANE",CENTRE 26-34 (+8),,"GOOD 3PTR by GOATLEY,JANE",1,three pointer,good,Centre,jane goatley,3,109
228,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,228,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
229,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,229,01:24,"MISS 3PTR by ROANE,ANNA",,,,,,,"MISS 3PTR by ROANE,ANNA",1,three pointer,missed,hendrix college,anna roane,,84
230,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,230,--,"REBOUND OFF by COUGHRAN,KATIE",,,,,,,"REBOUND OFF by COUGHRAN,KATIE",1,offensive rebound,,hendrix college,katie coughran,,
231,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,231,01:16,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",1,jumper,missed,hendrix college,katie coughran,,76
232,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,232,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
233,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,233,00:49,,26,,36 (+10),"GOOD JUMPER by HARTLAGE,MAGGIE",CENTRE 26-36 (+10),,"GOOD JUMPER by HARTLAGE,MAGGIE",1,jumper,good,Centre,maggie hartlage,2,49
234,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,234,00:24,"MISS 3PTR by ROANE,ANNA",,,,,,,"MISS 3PTR by ROANE,ANNA",1,three pointer,missed,hendrix college,anna roane,,24
235,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,235,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
236,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,236,00:01,,26,,38 (+12),"GOOD JUMPER by PREWITT,MAGGIE",CENTRE 26-38 (+12),,"GOOD JUMPER by PREWITT,MAGGIE",1,jumper,good,Centre,maggie prewitt,2,1
237,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,237,Start Period 2,,,,,,,,,2,,,,,,
238,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,238,19:54,"TURNOVER  by BIGGS-SCRIBNER,MAGG",,,,,,,"TURNOVER  by BIGGS-SCRIBNER,MAGG",2,turnover,,hendrix college,magg biggs-scribner,,1194
239,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,239,19:54,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,1194
240,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,240,19:54,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",2,jumper,missed,Centre,chelsea benham,,1194
241,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,241,--,"REBOUND DEF by ASHLEY-PAULEY,KATY",,,,,,,"REBOUND DEF by ASHLEY-PAULEY,KATY",2,defensive rebound,,hendrix college,katy ashley-pauley,,
242,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,242,19:54,"GOOD JUMPER by ROLLER,AVERY(in the paint)",28,,38 (+10),,HENDRIX 28-38 (+10),,"GOOD JUMPER by ROLLER,AVERY(in the paint)",2,jumper,good,hendrix college,avery roller,2,1194
243,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,243,19:03,,28,,40 (+12),"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",CENTRE 28-40 (+12),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",2,layup,good,Centre,maggie prewitt,2,1143
244,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,244,19:03,"FOUL  by DEVLIN,SAMANTHA",,,,,,,"FOUL  by DEVLIN,SAMANTHA",2,foul,,hendrix college,samantha devlin,,1143
245,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,245,19:03,,28,,41 (+13),"GOOD FT by PREWITT,MAGGIE",CENTRE 28-41 (+13),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,1143
246,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,246,19:01,"TURNOVER  by BIGGS-SCRIBNER,MAGG",,,,,,,"TURNOVER  by BIGGS-SCRIBNER,MAGG",2,turnover,,hendrix college,magg biggs-scribner,,1141
247,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,247,18:58,"SUB IN by COUGHRAN,KATIE",,,,,,,"SUB IN by COUGHRAN,KATIE",2,subbing in,,hendrix college,katie coughran,,1138
248,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,248,18:58,"SUB OUT by BIGGS-SCRIBNER,MAGG",,,,,,,"SUB OUT by BIGGS-SCRIBNER,MAGG",2,subbing out,,hendrix college,magg biggs-scribner,,1138
249,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,249,18:49,,,,,"TURNOVER  by BURKE,ALYSON",,,"TURNOVER  by BURKE,ALYSON",2,turnover,,Centre,alyson burke,,1129
250,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,250,18:48,"STEAL  by TATE,JAMIE",,,,,,,"STEAL  by TATE,JAMIE",2,steal,,hendrix college,,,1128
251,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,251,18:30,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",2,jumper,missed,hendrix college,katie coughran,,1110
252,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,252,--,,,,,"REBOUND DEF by BURKE,ALYSON",,,"REBOUND DEF by BURKE,ALYSON",2,defensive rebound,,Centre,alyson burke,,
253,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,253,18:22,"FOUL  by ROLLER,AVERY",,,,,,,"FOUL  by ROLLER,AVERY",2,foul,,hendrix college,avery roller,,1102
254,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,254,18:18,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,1098
255,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,255,18:18,"STEAL  by ASHLEY-PAULEY,KATY",,,,,,,"STEAL  by ASHLEY-PAULEY,KATY",2,steal,,hendrix college,,,1098
256,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,256,18:18,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",2,foul,,Centre,chelsea benham,,1098
257,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,257,18:18,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,1098
258,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,258,18:18,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,1098
259,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,259,18:03,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",2,jumper,missed,hendrix college,katie coughran,,1083
260,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,260,--,"REBOUND OFF by DEVLIN,SAMANTHA",,,,,,,"REBOUND OFF by DEVLIN,SAMANTHA",2,offensive rebound,,hendrix college,samantha devlin,,
261,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,261,17:58,"MISS 3PTR by ROLLER,AVERY",,,,,,,"MISS 3PTR by ROLLER,AVERY",2,three pointer,missed,hendrix college,avery roller,,1078
262,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,262,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
263,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,263,17:44,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,1064
264,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,264,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
265,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,265,17:41,,,,,"MISS 3PTR by BURKE,ALYSON",,,"MISS 3PTR by BURKE,ALYSON",2,three pointer,missed,Centre,alyson burke,,1061
266,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,266,--,"REBOUND DEF by COUGHRAN,KATIE",,,,,,,"REBOUND DEF by COUGHRAN,KATIE",2,defensive rebound,,hendrix college,katie coughran,,
267,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,267,17:18,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,1038
268,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,268,17:18,"GOOD FT by ROLLER,AVERY",29,,41 (+12),,HENDRIX 29-41 (+12),,"GOOD FT by ROLLER,AVERY",2,free throw,good,hendrix college,avery roller,1,1038
269,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,269,17:18,"MISS FT by ROLLER,AVERY",,,,,,,"MISS FT by ROLLER,AVERY",2,free throw,missed,hendrix college,avery roller,,1038
270,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,270,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
271,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,271,17:18,"SUB IN by ROANE,ANNA",,,,,,,"SUB IN by ROANE,ANNA",2,subbing in,,hendrix college,anna roane,,1038
272,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,272,17:18,"SUB OUT by DEVLIN,SAMANTHA",,,,,,,"SUB OUT by DEVLIN,SAMANTHA",2,subbing out,,hendrix college,samantha devlin,,1038
273,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,273,17:18,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",2,subbing in,,Centre,cailynn west,,1038
274,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,274,17:18,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,1038
275,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,275,17:18,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,1038
276,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,276,17:18,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,1038
277,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,277,17:18,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,1038
278,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,278,17:18,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,1038
279,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,279,16:58,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,1018
280,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,280,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
281,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,281,16:56,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",2,layup,missed,Centre,paige baechle,,1016
282,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,282,--,"REBOUND DEF by TATE,JAMIE",,,,,,,"REBOUND DEF by TATE,JAMIE",2,defensive rebound,,hendrix college,jamie tate,,
283,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,283,16:37,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",2,jumper,missed,hendrix college,katie coughran,,997
284,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,284,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
285,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,285,16:17,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,977
286,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,286,--,"REBOUND DEF by TATE,JAMIE",,,,,,,"REBOUND DEF by TATE,JAMIE",2,defensive rebound,,hendrix college,jamie tate,,
287,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,287,16:05,"MISS LAYUP by ASHLEY-PAULEY,KATY",,,,,,,"MISS LAYUP by ASHLEY-PAULEY,KATY",2,layup,missed,hendrix college,katy ashley-pauley,,965
288,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,288,--,,,,,"REBOUND DEF by GOATLEY,JANE",,,"REBOUND DEF by GOATLEY,JANE",2,defensive rebound,,Centre,jane goatley,,
289,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,289,16:00,,29,,43 (+14),"GOOD JUMPER by PREWITT,MAGGIE(fastbreak)",CENTRE 29-43 (+14),,"GOOD JUMPER by PREWITT,MAGGIE(fastbreak)",2,jumper,good,Centre,maggie(fastbreak) prewitt,2,960
290,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,290,15:31,"MISS JUMPER by ROLLER,AVERY",,,,,,,"MISS JUMPER by ROLLER,AVERY",2,jumper,missed,hendrix college,avery roller,,931
291,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,291,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",2,defensive rebound,,Centre,maggie hartlage,,
292,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,292,15:08,,29,,46 (+17),"GOOD 3PTR by GOATLEY,JANE",CENTRE 29-46 (+17),,"GOOD 3PTR by GOATLEY,JANE",2,three pointer,good,Centre,jane goatley,3,908
293,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,293,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
294,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,294,14:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,892
295,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,295,14:52,"SUB IN by BIGGS-SCRIBNER,MAGG",,,,,,,"SUB IN by BIGGS-SCRIBNER,MAGG",2,subbing in,,hendrix college,magg biggs-scribner,,892
