,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHIT,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
228,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,228,--,"REBOUND OFF by DICKERSON,ALISA",,,,,,,"REBOUND OFF by DICKERSON,ALISA",2,offensive rebound,,rose-hulman,alisa dickerson,,
229,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,229,18:57,"GOOD LAYUP by DICKERSON,ALISA(in the paint)",24,,48 (+24),,RHIT 24-48 (+24),,"GOOD LAYUP by DICKERSON,ALISA(in the paint)",2,layup,good,rose-hulman,alisa dickerson,2,1137
230,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,230,18:44,,24,,51 (+27),"GOOD 3PTR by BURKE,ALYSON",CENTRE 24-51 (+27),,"GOOD 3PTR by BURKE,ALYSON",2,three pointer,good,Centre,alyson burke,3,1124
231,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,231,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
232,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,232,18:20,"GOOD JUMPER by GIBBS,GRACE",26,,51 (+25),,RHIT 26-51 (+25),,"GOOD JUMPER by GIBBS,GRACE",2,jumper,good,rose-hulman,grace gibbs,2,1100
233,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,233,--,"ASSIST  by ROLLINS,CHRIS",,,,,,,"ASSIST  by ROLLINS,CHRIS",2,assist,,rose-hulman,chris rollins,,
234,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,234,18:12,,26,,54 (+28),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE 26-54 (+28),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,1092
235,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,235,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
236,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,236,18:01,"FOUL  by WILLIAMS,SHEREE",,,,,,,"FOUL  by WILLIAMS,SHEREE",2,foul,,rose-hulman,sheree williams,,1081
237,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,237,18:01,"TURNOVER  by WILLIAMS,SHEREE",,,,,,,"TURNOVER  by WILLIAMS,SHEREE",2,turnover,,rose-hulman,sheree williams,,1081
238,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,238,17:47,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,1067
239,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,239,--,"REBOUND DEF by DICKERSON,ALISA",,,,,,,"REBOUND DEF by DICKERSON,ALISA",2,defensive rebound,,rose-hulman,alisa dickerson,,
240,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,240,17:29,"TURNOVER  by DICKERSON,ALISA",,,,,,,"TURNOVER  by DICKERSON,ALISA",2,turnover,,rose-hulman,alisa dickerson,,1049
241,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,241,17:29,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,1049
242,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,242,17:17,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",2,jumper,missed,Centre,chelsea benham,,1037
243,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,243,--,"REBOUND DEF by GIBBS,GRACE",,,,,,,"REBOUND DEF by GIBBS,GRACE",2,defensive rebound,,rose-hulman,grace gibbs,,
244,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,244,17:07,"MISS LAYUP by WILLIAMS,SHEREE",,,,,,,"MISS LAYUP by WILLIAMS,SHEREE",2,layup,missed,rose-hulman,sheree williams,,1027
245,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,245,17:07,,,,,"BLOCK  by HUTER,LAUREN",,,"BLOCK  by HUTER,LAUREN",2,block,,Centre,lauren huter,,1027
246,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,246,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
247,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,247,17:05,"SUB IN by FUHS,EMILY",,,,,,,"SUB IN by FUHS,EMILY",2,subbing in,,rose-hulman,emily fuhs,,1025
248,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,248,17:05,"SUB OUT by ROLLINS,CHRIS",,,,,,,"SUB OUT by ROLLINS,CHRIS",2,subbing out,,rose-hulman,chris rollins,,1025
249,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,249,16:50,"MISS JUMPER by FUHS,EMILY",,,,,,,"MISS JUMPER by FUHS,EMILY",2,jumper,missed,rose-hulman,emily fuhs,,1010
250,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,250,16:50,,,,,"BLOCK  by HUTER,LAUREN",,,"BLOCK  by HUTER,LAUREN",2,block,,Centre,lauren huter,,1010
251,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,251,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
252,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,252,16:40,"FOUL  by DICKERSON,ALISA",,,,,,,"FOUL  by DICKERSON,ALISA",2,foul,,rose-hulman,alisa dickerson,,1000
253,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,253,16:38,,26,,57 (+31),"GOOD 3PTR by BURKE,ALYSON",CENTRE 26-57 (+31),,"GOOD 3PTR by BURKE,ALYSON",2,three pointer,good,Centre,alyson burke,3,998
254,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,254,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
255,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,255,16:25,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",2,foul,,Centre,chelsea benham,,985
256,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,256,16:25,"GOOD FT by DICKERSON,ALISA",27,,57 (+30),,RHIT 27-57 (+30),,"GOOD FT by DICKERSON,ALISA",2,free throw,good,rose-hulman,alisa dickerson,1,985
257,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,257,16:25,"GOOD FT by DICKERSON,ALISA",28,,57 (+29),,RHIT 28-57 (+29),,"GOOD FT by DICKERSON,ALISA",2,free throw,good,rose-hulman,alisa dickerson,1,985
258,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,258,16:25,"SUB IN by DALTON,JACI",,,,,,,"SUB IN by DALTON,JACI",2,subbing in,,rose-hulman,jaci dalton,,985
259,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,259,16:25,"SUB OUT by GIBBS,GRACE",,,,,,,"SUB OUT by GIBBS,GRACE",2,subbing out,,rose-hulman,grace gibbs,,985
260,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,260,16:25,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,985
261,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,261,16:25,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,985
262,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,262,16:13,,28,,59 (+31),"GOOD LAYUP by HUTER,LAUREN(in the paint)",CENTRE 28-59 (+31),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",2,layup,good,Centre,lauren huter,2,973
263,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,263,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
264,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,264,15:47,"GOOD 3PTR by DICKERSON,ALISA",31,,59 (+28),,RHIT 31-59 (+28),,"GOOD 3PTR by DICKERSON,ALISA",2,three pointer,good,rose-hulman,alisa dickerson,3,947
265,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,265,--,"ASSIST  by FINNELL,HEATHER",,,,,,,"ASSIST  by FINNELL,HEATHER",2,assist,,rose-hulman,heather finnell,,
266,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,266,15:31,,31,,62 (+31),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE 31-62 (+31),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,931
267,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,267,--,,,,,"ASSIST  by BURKE,ALYSON",,,"ASSIST  by BURKE,ALYSON",2,assist,,Centre,alyson burke,,
268,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,268,15:16,"MISS LAYUP by WILLIAMS,SHEREE",,,,,,,"MISS LAYUP by WILLIAMS,SHEREE",2,layup,missed,rose-hulman,sheree williams,,916
269,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,269,--,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",,,"REBOUND DEF by WINSTEAD,BRIDGET",2,defensive rebound,,Centre,bridget winstead,,
270,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,270,15:10,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,910
271,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,271,--,,,,,"REBOUND OFF by PREWITT,MAGGIE",,,"REBOUND OFF by PREWITT,MAGGIE",2,offensive rebound,,Centre,maggie prewitt,,
272,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,272,15:05,,31,,65 (+34),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE 31-65 (+34),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,905
273,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,273,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
274,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,274,14:53,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",2,subbing in,,Centre,cailynn west,,893
275,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,275,14:53,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",2,subbing in,,Centre,jenna mire,,893
276,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,276,14:53,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,893
277,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,277,14:53,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,893
278,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,278,14:53,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,893
279,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,279,14:53,,,,,"SUB OUT by PREWITT,MAGGIE",,,"SUB OUT by PREWITT,MAGGIE",2,subbing out,,Centre,maggie prewitt,,893
280,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,280,14:53,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,893
281,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,281,14:53,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,893
282,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,282,14:40,"MISS 3PTR by WILLIAMS,SHEREE",,,,,,,"MISS 3PTR by WILLIAMS,SHEREE",2,three pointer,missed,rose-hulman,sheree williams,,880
283,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,283,--,"REBOUND OFF by FUHS,EMILY",,,,,,,"REBOUND OFF by FUHS,EMILY",2,offensive rebound,,rose-hulman,emily fuhs,,
284,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,284,14:35,"TURNOVER  by FUHS,EMILY",,,,,,,"TURNOVER  by FUHS,EMILY",2,turnover,,rose-hulman,emily fuhs,,875
285,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,285,14:33,,,,,"STEAL  by GOATLEY,JANE",,,"STEAL  by GOATLEY,JANE",2,steal,,Centre,,,873
286,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,286,14:31,,31,,67 (+36),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE 31-67 (+36),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,871
287,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,287,--,,,,,"ASSIST  by MIRE,JENNA",,,"ASSIST  by MIRE,JENNA",2,assist,,Centre,jenna mire,,
288,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,288,14:01,"GOOD JUMPER by FUHS,EMILY",33,,67 (+34),,RHIT 33-67 (+34),,"GOOD JUMPER by FUHS,EMILY",2,jumper,good,rose-hulman,emily fuhs,2,841
289,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,289,13:44,,33,,69 (+36),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE 33-69 (+36),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,824
290,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,290,--,,,,,"ASSIST  by WEST,CAILYNN",,,"ASSIST  by WEST,CAILYNN",2,assist,,Centre,cailynn west,,
291,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,291,13:31,"GOOD JUMPER by FUHS,EMILY",35,,69 (+34),,RHIT 35-69 (+34),,"GOOD JUMPER by FUHS,EMILY",2,jumper,good,rose-hulman,emily fuhs,2,811
292,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,292,--,"ASSIST  by DICKERSON,ALISA",,,,,,,"ASSIST  by DICKERSON,ALISA",2,assist,,rose-hulman,alisa dickerson,,
293,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,293,13:01,"FOUL  by WILLIAMS,SHEREE",,,,,,,"FOUL  by WILLIAMS,SHEREE",2,foul,,rose-hulman,sheree williams,,781
294,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,294,13:01,"SUB IN by GIBBS,GRACE",,,,,,,"SUB IN by GIBBS,GRACE",2,subbing in,,rose-hulman,grace gibbs,,781
295,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,295,13:01,"SUB OUT by WILLIAMS,SHEREE",,,,,,,"SUB OUT by WILLIAMS,SHEREE",2,subbing out,,rose-hulman,sheree williams,,781
296,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,296,12:54,,,,,"MISS JUMPER by WEST,CAILYNN",,,"MISS JUMPER by WEST,CAILYNN",2,jumper,missed,Centre,cailynn west,,774
297,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,297,--,"REBOUND DEF by DALTON,JACI",,,,,,,"REBOUND DEF by DALTON,JACI",2,defensive rebound,,rose-hulman,jaci dalton,,
298,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,298,12:37,"TURNOVER  by FUHS,EMILY",,,,,,,"TURNOVER  by FUHS,EMILY",2,turnover,,rose-hulman,emily fuhs,,757
299,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,299,12:36,,,,,"STEAL  by GOATLEY,JANE",,,"STEAL  by GOATLEY,JANE",2,steal,,Centre,,,756
300,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,300,12:30,,,,,"MISS LAYUP by GOATLEY,JANE",,,"MISS LAYUP by GOATLEY,JANE",2,layup,missed,Centre,jane goatley,,750
301,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,301,12:30,"BLOCK  by FINNELL,HEATHER",,,,,,,"BLOCK  by FINNELL,HEATHER",2,block,,rose-hulman,heather finnell,,750
302,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,302,--,"REBOUND DEF by FINNELL,HEATHER",,,,,,,"REBOUND DEF by FINNELL,HEATHER",2,defensive rebound,,rose-hulman,heather finnell,,
303,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,303,12:10,"GOOD JUMPER by GIBBS,GRACE",37,,69 (+32),,RHIT 37-69 (+32),,"GOOD JUMPER by GIBBS,GRACE",2,jumper,good,rose-hulman,grace gibbs,2,730
304,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,304,11:36,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",2,jumper,missed,Centre,maggie hartlage,,696
