,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,AC-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
297,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,297,02:28,,,,,"BLOCK  by MARUSICH,KERSTI",,,"BLOCK  by MARUSICH,KERSTI",2,block,,austin college,kersti marusich,,148
298,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,298,--,,,,,"REBOUND DEF by BEESON,LEXI",,,"REBOUND DEF by BEESON,LEXI",2,defensive rebound,,austin college,lexi beeson,,
299,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,299,02:11,,,,,"MISS JUMPER by MARUSICH,KERSTI",,,"MISS JUMPER by MARUSICH,KERSTI",2,jumper,missed,austin college,kersti marusich,,131
300,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,300,--,,,,,"REBOUND OFF by TAYLOR,ALLISON",,,"REBOUND OFF by TAYLOR,ALLISON",2,offensive rebound,,austin college,allison taylor,,
301,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,301,01:59,,,,,"MISS JUMPER by TAYLOR,ALLISON",,,"MISS JUMPER by TAYLOR,ALLISON",2,jumper,missed,austin college,allison taylor,,119
302,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,302,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",2,defensive rebound,,Centre,hillary moore,,
303,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,303,01:50,"GOOD JUMPER by PREWITT,MAGGIE",73 (+19),,54,,CENTRE_W 73-54 (+19),,"GOOD JUMPER by PREWITT,MAGGIE",2,jumper,good,Centre,maggie prewitt,2,110
304,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,304,--,"ASSIST  by MOORE,HILLARY",,,,,,,"ASSIST  by MOORE,HILLARY",2,assist,,Centre,hillary moore,,
305,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,305,01:28,,,,,"MISS JUMPER by BEESON,LEXI",,,"MISS JUMPER by BEESON,LEXI",2,jumper,missed,austin college,lexi beeson,,88
306,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,306,--,"REBOUND DEF by WEST,CAILYNN",,,,,,,"REBOUND DEF by WEST,CAILYNN",2,defensive rebound,,Centre,cailynn west,,
307,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,307,01:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,78
308,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,308,01:16,"GOOD JUMPER by WEST,CAILYNN",75 (+21),,54,,CENTRE_W 75-54 (+21),,"GOOD JUMPER by WEST,CAILYNN",2,jumper,good,Centre,cailynn west,2,76
309,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,309,01:05,,,,,"MISS LAYUP by SMITH,TEA",,,"MISS LAYUP by SMITH,TEA",2,layup,missed,austin college,tea smith,,65
310,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,310,--,"REBOUND DEF by BRESSLER,ELIZABETH",,,,,,,"REBOUND DEF by BRESSLER,ELIZABETH",2,defensive rebound,,Centre,elizabeth bressler,,
311,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,311,00:51,"TURNOVER  by MIRE,JENNA",,,,,,,"TURNOVER  by MIRE,JENNA",2,turnover,,Centre,jenna mire,,51
312,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,312,00:50,,,,,"STEAL  by SMITH,TEA",,,"STEAL  by SMITH,TEA",2,steal,,austin college,,,50
313,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,313,00:45,,,,,"MISS 3PTR by KINCAID,NIKKI",,,"MISS 3PTR by KINCAID,NIKKI",2,three pointer,missed,austin college,nikki kincaid,,45
314,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,314,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",2,defensive rebound,,Centre,hillary moore,,
315,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,315,00:33,"GOOD 3PTR by MOORE,HILLARY",78 (+24),,54,,CENTRE_W 78-54 (+24),,"GOOD 3PTR by MOORE,HILLARY",2,three pointer,good,Centre,hillary moore,3,33
316,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,316,--,"ASSIST  by MIRE,JENNA",,,,,,,"ASSIST  by MIRE,JENNA",2,assist,,Centre,jenna mire,,
317,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,317,00:17,,,,,"MISS 3PTR by HUFFMAN,SARAH",,,"MISS 3PTR by HUFFMAN,SARAH",2,three pointer,missed,austin college,sarah huffman,,17
318,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,318,--,"REBOUND DEF by MIRE,JENNA",,,,,,,"REBOUND DEF by MIRE,JENNA",2,defensive rebound,,Centre,jenna mire,,
