,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,WSEW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
277,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,277,15:49,,28,,53 (+25),"GOOD 3PTR by GOATLEY,JANE",CENTRE_W 28-53 (+25),,"GOOD 3PTR by GOATLEY,JANE",2,three pointer,good,Centre,jane goatley,3,949
278,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,278,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",2,assist,,Centre,maggie hartlage,,
279,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,279,15:36,"TURNOVER  by MIDDLETON,DANA",,,,,,,"TURNOVER  by MIDDLETON,DANA",2,turnover,,sewanee,dana middleton,,936
280,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,280,15:35,,,,,"STEAL  by PREWITT,MAGGIE",,,"STEAL  by PREWITT,MAGGIE",2,steal,,Centre,,,935
281,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,281,15:33,,28,,55 (+27),"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",CENTRE_W 28-55 (+27),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",2,layup,good,Centre,maggie prewitt,2,933
282,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,282,15:13,"MISS 3PTR by HOWELL,MICHELLE",,,,,,,"MISS 3PTR by HOWELL,MICHELLE",2,three pointer,missed,sewanee,michelle howell,,913
283,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,283,--,"REBOUND OFF by MILLER,LOGAN",,,,,,,"REBOUND OFF by MILLER,LOGAN",2,offensive rebound,,sewanee,logan miller,,
284,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,284,15:09,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,909
285,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,285,15:09,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",2,subbing in,,Centre,jenna mire,,909
286,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,286,15:09,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,909
287,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,287,15:09,,,,,"SUB OUT by PREWITT,MAGGIE",,,"SUB OUT by PREWITT,MAGGIE",2,subbing out,,Centre,maggie prewitt,,909
288,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,288,14:52,"MISS 3PTR by HOWELL,MICHELLE",,,,,,,"MISS 3PTR by HOWELL,MICHELLE",2,three pointer,missed,sewanee,michelle howell,,892
289,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,289,--,"REBOUND OFF by BAIER,HEATHER",,,,,,,"REBOUND OFF by BAIER,HEATHER",2,offensive rebound,,sewanee,heather baier,,
290,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,290,14:46,"GOOD LAYUP by BAIER,HEATHER(in the paint)",30,,55 (+25),,WSEW 30-55 (+25),,"GOOD LAYUP by BAIER,HEATHER(in the paint)",2,layup,good,sewanee,heather baier,2,886
291,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,291,14:26,,,,,"TURNOVER  by WEST,CAILYNN",,,"TURNOVER  by WEST,CAILYNN",2,turnover,,Centre,cailynn west,,866
292,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,292,14:26,"SUB IN by ZAKAS,VIRGINIA",,,,,,,"SUB IN by ZAKAS,VIRGINIA",2,subbing in,,sewanee,virginia zakas,,866
293,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,293,14:26,"SUB IN by MEDLEY,CLARISSA",,,,,,,"SUB IN by MEDLEY,CLARISSA",2,subbing in,,sewanee,clarissa medley,,866
294,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,294,14:26,"SUB OUT by BAIER,HEATHER",,,,,,,"SUB OUT by BAIER,HEATHER",2,subbing out,,sewanee,heather baier,,866
295,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,295,14:26,"SUB OUT by HOWELL,MICHELLE",,,,,,,"SUB OUT by HOWELL,MICHELLE",2,subbing out,,sewanee,michelle howell,,866
296,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,296,14:01,"GOOD JUMPER by SEWELL,KAYLA",32,,55 (+23),,WSEW 32-55 (+23),,"GOOD JUMPER by SEWELL,KAYLA",2,jumper,good,sewanee,kayla sewell,2,841
297,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,297,13:39,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",2,subbing in,,Centre,lauren huter,,819
298,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,298,13:39,,,,,"SUB OUT by WEST,CAILYNN",,,"SUB OUT by WEST,CAILYNN",2,subbing out,,Centre,cailynn west,,819
299,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,299,13:37,,32,,57 (+25),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 32-57 (+25),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,Centre,paige baechle,2,817
300,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,300,--,,,,,"ASSIST  by GOATLEY,JANE",,,"ASSIST  by GOATLEY,JANE",2,assist,,Centre,jane goatley,,
301,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,301,13:22,,,,,"FOUL  by HUTER,LAUREN",,,"FOUL  by HUTER,LAUREN",2,foul,,Centre,lauren huter,,802
302,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,302,13:22,"GOOD FT by MIDDLETON,DANA",33,,57 (+24),,WSEW 33-57 (+24),,"GOOD FT by MIDDLETON,DANA",2,free throw,good,sewanee,dana middleton,1,802
303,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,303,13:22,"MISS FT by MIDDLETON,DANA",,,,,,,"MISS FT by MIDDLETON,DANA",2,free throw,missed,sewanee,dana middleton,,802
304,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,304,--,,,,,"REBOUND DEF by GOATLEY,JANE",,,"REBOUND DEF by GOATLEY,JANE",2,defensive rebound,,Centre,jane goatley,,
305,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,305,13:04,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",2,turnover,,Centre,jenna mire,,784
306,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,306,13:04,"STEAL  by MIDDLETON,DANA",,,,,,,"STEAL  by MIDDLETON,DANA",2,steal,,sewanee,,,784
307,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,307,13:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,782
308,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,308,13:02,"SUB IN by LOWE,PAIGE",,,,,,,"SUB IN by LOWE,PAIGE",2,subbing in,,sewanee,paige lowe,,782
309,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,309,13:02,"SUB IN by ELIOTT,CLAIRE",,,,,,,"SUB IN by ELIOTT,CLAIRE",2,subbing in,,sewanee,claire eliott,,782
310,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,310,13:02,"SUB OUT by MIDDLETON,DANA",,,,,,,"SUB OUT by MIDDLETON,DANA",2,subbing out,,sewanee,dana middleton,,782
311,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,311,13:02,"SUB OUT by MILLER,LOGAN",,,,,,,"SUB OUT by MILLER,LOGAN",2,subbing out,,sewanee,logan miller,,782
312,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,312,12:51,"MISS 3PTR by LOWE,PAIGE",,,,,,,"MISS 3PTR by LOWE,PAIGE",2,three pointer,missed,sewanee,paige lowe,,771
313,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,313,--,,,,,"REBOUND DEF by MIRE,JENNA",,,"REBOUND DEF by MIRE,JENNA",2,defensive rebound,,Centre,jenna mire,,
314,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,314,12:42,"FOUL  by LOWE,PAIGE",,,,,,,"FOUL  by LOWE,PAIGE",2,foul,,sewanee,paige lowe,,762
315,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,315,12:36,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",2,turnover,,Centre,jenna mire,,756
316,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,316,12:35,"STEAL  by ELIOTT,CLAIRE",,,,,,,"STEAL  by ELIOTT,CLAIRE",2,steal,,sewanee,,,755
317,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,317,12:27,,,,,"FOUL  by HUTER,LAUREN",,,"FOUL  by HUTER,LAUREN",2,foul,,Centre,lauren huter,,747
318,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,318,12:27,"GOOD FT by SEWELL,KAYLA",34,,57 (+23),,WSEW 34-57 (+23),,"GOOD FT by SEWELL,KAYLA",2,free throw,good,sewanee,kayla sewell,1,747
319,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,319,12:27,"MISS FT by SEWELL,KAYLA",,,,,,,"MISS FT by SEWELL,KAYLA",2,free throw,missed,sewanee,kayla sewell,,747
320,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,320,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
321,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,321,12:27,,,,,"SUB IN by PREWITT,MAGGIE",,,"SUB IN by PREWITT,MAGGIE",2,subbing in,,Centre,maggie prewitt,,747
322,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,322,12:27,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,747
323,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,323,12:27,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,747
324,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,324,12:27,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",2,subbing in,,Centre,alyson burke,,747
325,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,325,12:27,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,747
326,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,326,12:27,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,747
327,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,327,12:27,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,747
328,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,328,12:27,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,747
329,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,329,12:00,,34,,60 (+26),"GOOD 3PTR by BURKE,ALYSON",CENTRE_W 34-60 (+26),,"GOOD 3PTR by BURKE,ALYSON",2,three pointer,good,Centre,alyson burke,3,720
330,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,330,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
331,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,331,11:29,"GOOD JUMPER by SEWELL,KAYLA",36,,60 (+24),,WSEW 36-60 (+24),,"GOOD JUMPER by SEWELL,KAYLA",2,jumper,good,sewanee,kayla sewell,2,689
332,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,332,--,"ASSIST  by LOWE,PAIGE",,,,,,,"ASSIST  by LOWE,PAIGE",2,assist,,sewanee,paige lowe,,
333,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,333,11:14,,36,,62 (+26),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 36-62 (+26),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,Centre,paige baechle,2,674
334,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,334,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
335,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,335,10:55,"MISS JUMPER by ZAKAS,VIRGINIA",,,,,,,"MISS JUMPER by ZAKAS,VIRGINIA",2,jumper,missed,sewanee,virginia zakas,,655
336,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,336,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
337,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,337,10:40,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,640
338,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,338,--,"REBOUND DEF by ZAKAS,VIRGINIA",,,,,,,"REBOUND DEF by ZAKAS,VIRGINIA",2,defensive rebound,,sewanee,virginia zakas,,
339,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,339,10:12,"TURNOVER  by LOWE,PAIGE",,,,,,,"TURNOVER  by LOWE,PAIGE",2,turnover,,sewanee,paige lowe,,612
340,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,340,09:48,,36,,64 (+28),"GOOD JUMPER by BENHAM,CHELSEA",CENTRE_W 36-64 (+28),,"GOOD JUMPER by BENHAM,CHELSEA",2,jumper,good,Centre,chelsea benham,2,588
341,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,341,--,,,,,"ASSIST  by WINSTEAD,BRIDGET",,,"ASSIST  by WINSTEAD,BRIDGET",2,assist,,Centre,bridget winstead,,
342,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,342,09:27,"GOOD LAYUP by LOWE,PAIGE(in the paint)",38,,64 (+26),,WSEW 38-64 (+26),,"GOOD LAYUP by LOWE,PAIGE(in the paint)",2,layup,good,sewanee,paige lowe,2,567
343,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,343,--,"ASSIST  by MEDLEY,CLARISSA",,,,,,,"ASSIST  by MEDLEY,CLARISSA",2,assist,,sewanee,clarissa medley,,
344,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,344,09:06,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,546
345,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,345,09:05,"STEAL  by LOWE,PAIGE",,,,,,,"STEAL  by LOWE,PAIGE",2,steal,,sewanee,,,545
346,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,346,08:53,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",2,foul,,Centre,chelsea benham,,533
