,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SAL,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
432,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,432,01:39,,37,,77 (+40),"GOOD LAYUP by MOORE,LAUREN(in the paint)",CENTRE-W 37-77 (+40),,"GOOD LAYUP by MOORE,LAUREN(in the paint)",4,layup,good,Centre,lauren moore,2,99
433,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,433,--,,,,,"ASSIST  by SUTTON,KELSEY",,,"ASSIST  by SUTTON,KELSEY",4,assist,,Centre,kelsey sutton,,
434,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,434,01:23,"TURNOVER  by LEWIS,QUNTASHEA",,,,,,,"TURNOVER  by LEWIS,QUNTASHEA",4,turnover,,salem,quntashea lewis,,83
435,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,435,01:23,,,,,"STEAL  by SUTTON,KELSEY",,,"STEAL  by SUTTON,KELSEY",4,steal,,Centre,,,83
436,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,436,01:23,"FOUL  by SEIVERS,MIKAYLA",,,,,,,"FOUL  by SEIVERS,MIKAYLA",4,foul,,salem,mikayla seivers,,83
437,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,437,01:15,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,4,turnover,,Centre,,,75
438,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,438,01:06,"GOOD LAYUP by WEBB,AALIYAH(in the paint)",39,,77 (+38),,SAL 39-77 (+38),,"GOOD LAYUP by WEBB,AALIYAH(in the paint)",4,layup,good,salem,aaliyah webb,2,66
439,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,439,01:06,,,,,"FOUL  by ALFORD,OLIVIA",,,"FOUL  by ALFORD,OLIVIA",4,foul,,Centre,olivia alford,,66
440,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,440,01:06,"MISS FT by WEBB,AALIYAH",,,,,,,"MISS FT by WEBB,AALIYAH",4,free throw,missed,salem,aaliyah webb,,66
441,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,441,--,,,,,"REBOUND DEF by GUENTHER,SAVANNAH",,,"REBOUND DEF by GUENTHER,SAVANNAH",4,defensive rebound,,Centre,savannah guenther,,
442,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,442,00:58,,,,,"TURNOVER  by SUTTON,KELSEY",,,"TURNOVER  by SUTTON,KELSEY",4,turnover,,Centre,kelsey sutton,,58
443,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,443,00:49,"MISS LAYUP by WEBB,AALIYAH",,,,,,,"MISS LAYUP by WEBB,AALIYAH",4,layup,missed,salem,aaliyah webb,,49
444,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,444,--,"REBOUND OFF by LEWIS,QUNTASHEA",,,,,,,"REBOUND OFF by LEWIS,QUNTASHEA",4,offensive rebound,,salem,quntashea lewis,,
445,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,445,00:48,"FOUL  by WEBB,AALIYAH",,,,,,,"FOUL  by WEBB,AALIYAH",4,foul,,salem,aaliyah webb,,48
446,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,446,00:48,"TURNOVER  by WEBB,AALIYAH",,,,,,,"TURNOVER  by WEBB,AALIYAH",4,turnover,,salem,aaliyah webb,,48
447,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,447,00:48,,,,,"MISS FT by MOORE,LAUREN",,,"MISS FT by MOORE,LAUREN",4,free throw,missed,Centre,lauren moore,,48
448,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,448,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4,deadball rebound,,Centre,,,
449,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,449,00:48,,39,,78 (+39),"GOOD FT by MOORE,LAUREN",CENTRE-W 39-78 (+39),,"GOOD FT by MOORE,LAUREN",4,free throw,good,Centre,lauren moore,1,48
450,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,450,00:48,"SUB IN by PENLEY,ELIZABETH",,,,,,,"SUB IN by PENLEY,ELIZABETH",4,subbing in,,salem,elizabeth penley,,48
451,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,451,00:48,"SUB OUT by WEBB,AALIYAH",,,,,,,"SUB OUT by WEBB,AALIYAH",4,subbing out,,salem,aaliyah webb,,48
452,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,452,00:36,"TURNOVER  by BLANTON,TAMARA",,,,,,,"TURNOVER  by BLANTON,TAMARA",4,turnover,,salem,tamara blanton,,36
453,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,453,00:34,,,,,"STEAL  by MOORE,LAUREN",,,"STEAL  by MOORE,LAUREN",4,steal,,Centre,,,34
454,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,454,00:28,,,,,"MISS JUMPER by ALFORD,OLIVIA",,,"MISS JUMPER by ALFORD,OLIVIA",4,jumper,missed,Centre,olivia alford,,28
455,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,455,--,"REBOUND DEF by LEWIS,QUNTASHEA",,,,,,,"REBOUND DEF by LEWIS,QUNTASHEA",4,defensive rebound,,salem,quntashea lewis,,
456,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,456,00:11,"MISS JUMPER by LEWIS,QUNTASHEA",,,,,,,"MISS JUMPER by LEWIS,QUNTASHEA",4,jumper,missed,salem,quntashea lewis,,11
457,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,457,--,"REBOUND OFF by PENLEY,ELIZABETH",,,,,,,"REBOUND OFF by PENLEY,ELIZABETH",4,offensive rebound,,salem,elizabeth penley,,
458,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,458,00:07,"GOOD JUMPER by PENLEY,ELIZABETH",41,,78 (+37),,SAL 41-78 (+37),,"GOOD JUMPER by PENLEY,ELIZABETH",4,jumper,good,salem,elizabeth penley,2,7
