,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
213,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,213,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",2,defensive rebound,,Centre,michele judy,,
214,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,214,02:16,,,,,"MISS 3PTR by LEWIS,KENDALL",,,"MISS 3PTR by LEWIS,KENDALL",2,three pointer,missed,Centre,kendall lewis,,136
215,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,215,--,"REBOUND DEF by WILLIAMS,BRITTNEY",,,,,,,"REBOUND DEF by WILLIAMS,BRITTNEY",2,defensive rebound,,rust,brittney williams,,
216,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,216,02:08,"TURNOVER  by WILLIAMS,BRITTNEY",,,,,,,"TURNOVER  by WILLIAMS,BRITTNEY",2,turnover,,rust,brittney williams,,128
217,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,217,02:08,,,,,"SUB IN by MOORE,KATIE",,,"SUB IN by MOORE,KATIE",2,subbing in,,Centre,katie moore,,128
218,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,218,02:08,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",2,subbing out,,Centre,kendall lewis,,128
219,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,219,01:52,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,112
220,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,220,01:51,"STEAL  by WILLIAMS,KEIARA",,,,,,,"STEAL  by WILLIAMS,KEIARA",2,steal,,rust,,,111
221,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,221,01:45,"MISS 3PTR by LEWIS,SHERMEKA",,,,,,,"MISS 3PTR by LEWIS,SHERMEKA",2,three pointer,missed,rust,shermeka lewis,,105
222,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,222,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
223,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,223,01:34,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,94
224,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,224,01:33,"STEAL  by LEWIS,SHERMEKA",,,,,,,"STEAL  by LEWIS,SHERMEKA",2,steal,,rust,,,93
225,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,225,01:16,"MISS LAYUP by C,DEMETRIUS BRADSHAW",,,,,,,"MISS LAYUP by C,DEMETRIUS BRADSHAW",2,layup,missed,rust,demetrius bradshaw c,,76
226,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,226,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,rust,,,
227,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,227,01:12,"SUB IN by GOLDEN,JASMINE",,,,,,,"SUB IN by GOLDEN,JASMINE",2,subbing in,,rust,jasmine golden,,72
228,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,228,01:12,"SUB OUT by TILLIS,KAYLA",,,,,,,"SUB OUT by TILLIS,KAYLA",2,subbing out,,rust,kayla tillis,,72
229,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,229,01:12,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,72
230,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,230,01:12,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,72
231,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,231,01:12,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,72
232,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,232,01:12,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,72
233,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,233,01:10,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",2,foul,,Centre,alexis guy,,70
234,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,234,01:10,"GOOD FT by WILLIAMS,KEIARA",16,,27 (+11),,RUST 16-27 (+11),,"GOOD FT by WILLIAMS,KEIARA",2,free throw,good,rust,keiara williams,1,70
235,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,235,01:10,"MISS FT by WILLIAMS,KEIARA",,,,,,,"MISS FT by WILLIAMS,KEIARA",2,free throw,missed,rust,keiara williams,,70
236,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,236,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
237,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,237,00:54,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",2,jumper,missed,Centre,alexis guy,,54
238,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,238,--,,,,,"REBOUND OFF by MOORE,KATIE",,,"REBOUND OFF by MOORE,KATIE",2,offensive rebound,,Centre,katie moore,,
239,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,239,00:46,,16,,29 (+13),"GOOD JUMPER by RICE,MADISON",CENTRE-W 16-29 (+13),,"GOOD JUMPER by RICE,MADISON",2,jumper,good,Centre,madison rice,2,46
240,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,240,--,,,,,"ASSIST  by MOORE,KATIE",,,"ASSIST  by MOORE,KATIE",2,assist,,Centre,katie moore,,
241,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,241,00:34,"MISS 3PTR by WILLIAMS,KEIARA",,,,,,,"MISS 3PTR by WILLIAMS,KEIARA",2,three pointer,missed,rust,keiara williams,,34
242,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,242,--,,,,,"REBOUND DEF by RHULE,BONNIE",,,"REBOUND DEF by RHULE,BONNIE",2,defensive rebound,,Centre,bonnie rhule,,
243,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,243,00:10,"FOUL  by LEWIS,SHERMEKA",,,,,,,"FOUL  by LEWIS,SHERMEKA",2,foul,,rust,shermeka lewis,,10
244,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,244,00:10,,16,,30 (+14),"GOOD FT by MOORE,KATIE",CENTRE-W 16-30 (+14),,"GOOD FT by MOORE,KATIE",2,free throw,good,Centre,katie moore,1,10
245,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,245,00:10,,16,,31 (+15),"GOOD FT by MOORE,KATIE",CENTRE-W 16-31 (+15),,"GOOD FT by MOORE,KATIE",2,free throw,good,Centre,katie moore,1,10
246,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,246,00:01,"MISS 3PTR by LEWIS,SHERMEKA",,,,,,,"MISS 3PTR by LEWIS,SHERMEKA",2,three pointer,missed,rust,shermeka lewis,,1
247,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,247,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
248,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,248,Start Period 3,,,,,,,,,3,,,,,,
249,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,249,09:51,"GOOD JUMPER by LEWIS,SHERMEKA",18,,31 (+13),,RUST 18-31 (+13),,"GOOD JUMPER by LEWIS,SHERMEKA",3,jumper,good,rust,shermeka lewis,2,591
250,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,250,09:21,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",3,three pointer,missed,Centre,bonnie rhule,,561
251,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,251,--,"REBOUND DEF by GARNER,ALEXIS",,,,,,,"REBOUND DEF by GARNER,ALEXIS",3,defensive rebound,,rust,alexis garner,,
252,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,252,09:09,,,,,"FOUL  by MCKNIGHT,KAITLYN",,,"FOUL  by MCKNIGHT,KAITLYN",3,foul,,Centre,kaitlyn mcknight,,549
253,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,253,09:09,"MISS FT by C,DEMETRIUS BRADSHAW",,,,,,,"MISS FT by C,DEMETRIUS BRADSHAW",3,free throw,missed,rust,demetrius bradshaw c,,549
254,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,254,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
255,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,255,09:09,"MISS FT by C,DEMETRIUS BRADSHAW",,,,,,,"MISS FT by C,DEMETRIUS BRADSHAW",3,free throw,missed,rust,demetrius bradshaw c,,549
256,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,256,--,,,,,"REBOUND DEF by MOORE,KATIE",,,"REBOUND DEF by MOORE,KATIE",3,defensive rebound,,Centre,katie moore,,
257,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,257,09:09,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",3,subbing in,,Centre,day vance,,549
258,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,258,09:09,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",3,subbing out,,Centre,kaitlyn mcknight,,549
259,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,259,08:52,"FOUL  by LEWIS,SHERMEKA",,,,,,,"FOUL  by LEWIS,SHERMEKA",3,foul,,rust,shermeka lewis,,532
260,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,260,08:51,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",3,turnover,,Centre,bonnie rhule,,531
261,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,261,08:50,"STEAL  by GARNER,ALEXIS",,,,,,,"STEAL  by GARNER,ALEXIS",3,steal,,rust,,,530
262,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,262,08:48,"GOOD LAYUP by GARNER,ALEXIS(in the paint)",20,,31 (+11),,RUST 20-31 (+11),,"GOOD LAYUP by GARNER,ALEXIS(in the paint)",3,layup,good,rust,alexis garner,2,528
263,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,263,08:30,,20,,33 (+13),"GOOD JUMPER by GUY,ALEXIS",CENTRE-W 20-33 (+13),,"GOOD JUMPER by GUY,ALEXIS",3,jumper,good,Centre,alexis guy,2,510
264,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,264,08:16,"MISS LAYUP by HOOKS,NARISSA",,,,,,,"MISS LAYUP by HOOKS,NARISSA",3,layup,missed,rust,narissa hooks,,496
265,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,265,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",3,defensive rebound,,Centre,abigail stewart,,
266,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,266,08:07,,,,,"MISS JUMPER by MOORE,KATIE",,,"MISS JUMPER by MOORE,KATIE",3,jumper,missed,Centre,katie moore,,487
267,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,267,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",3,offensive rebound,,Centre,abigail stewart,,
268,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,268,08:04,"FOUL  by C,DEMETRIUS BRADSHAW",,,,,,,"FOUL  by C,DEMETRIUS BRADSHAW",3,foul,,rust,demetrius bradshaw c,,484
269,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,269,08:04,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",3,subbing in,,Centre,michele judy,,484
270,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,270,08:04,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,484
271,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,271,07:56,,,,,"TURNOVER  by MOORE,KATIE",,,"TURNOVER  by MOORE,KATIE",3,turnover,,Centre,katie moore,,476
272,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,272,07:56,"STEAL  by LEWIS,SHERMEKA",,,,,,,"STEAL  by LEWIS,SHERMEKA",3,steal,,rust,,,476
273,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,273,07:41,"GOOD LAYUP by GOLDEN,JASMINE(in the paint)",22,,33 (+11),,RUST 22-33 (+11),,"GOOD LAYUP by GOLDEN,JASMINE(in the paint)",3,layup,good,rust,jasmine golden,2,461
274,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,274,07:18,,,,,"FOUL  by VANCE,DAY",,,"FOUL  by VANCE,DAY",3,foul,,Centre,day vance,,438
275,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,275,07:18,,,,,"TURNOVER  by VANCE,DAY",,,"TURNOVER  by VANCE,DAY",3,turnover,,Centre,day vance,,438
276,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,276,07:18,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",3,subbing in,,Centre,madison rice,,438
277,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,277,07:18,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",3,subbing in,,Centre,caroline andreassen,,438
278,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,278,07:18,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",3,subbing out,,Centre,day vance,,438
279,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,279,07:18,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",3,subbing out,,Centre,bonnie rhule,,438
280,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,280,06:56,"MISS JUMPER by GOLDEN,JASMINE",,,,,,,"MISS JUMPER by GOLDEN,JASMINE",3,jumper,missed,rust,jasmine golden,,416
281,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,281,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",3,defensive rebound,,Centre,michele judy,,
282,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,282,06:53,"FOUL  by HOOKS,NARISSA",,,,,,,"FOUL  by HOOKS,NARISSA",3,foul,,rust,narissa hooks,,413
283,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,283,06:34,,22,,36 (+14),"GOOD 3PTR by GUY,ALEXIS",CENTRE-W 22-36 (+14),,"GOOD 3PTR by GUY,ALEXIS",3,three pointer,good,Centre,alexis guy,3,394
284,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,284,--,,,,,"ASSIST  by MOORE,KATIE",,,"ASSIST  by MOORE,KATIE",3,assist,,Centre,katie moore,,
285,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,285,06:20,,,,,"FOUL  by RICE,MADISON",,,"FOUL  by RICE,MADISON",3,foul,,Centre,madison rice,,380
286,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,286,06:20,"GOOD FT by C,DEMETRIUS BRADSHAW",23,,36 (+13),,RUST 23-36 (+13),,"GOOD FT by C,DEMETRIUS BRADSHAW",3,free throw,good,rust,demetrius bradshaw c,1,380
