,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,RCWBB13,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
289,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,289,15:57,,,,,"STEAL  by WOMACK,SARAH",,,"STEAL  by WOMACK,SARAH",2,steal,,rhodes,,,957
290,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,290,15:55,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,955
291,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,291,15:55,,49 (+10),,39,"GOOD FT by AVANT,LAUREN",RCWBB13 49-39 (+10),,"GOOD FT by AVANT,LAUREN",2,free throw,good,rhodes,lauren avant,1,955
292,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,292,15:55,,49 (+9),,40,"GOOD FT by AVANT,LAUREN",RCWBB13 49-40 (+9),,"GOOD FT by AVANT,LAUREN",2,free throw,good,rhodes,lauren avant,1,955
293,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,293,15:55,"SUB IN by MOORE,HILLARY",,,,,,,"SUB IN by MOORE,HILLARY",2,subbing in,,Centre,hillary moore,,955
294,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,294,15:55,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,955
295,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,295,15:40,"TURNOVER  by MIRE,JENNA",,,,,,,"TURNOVER  by MIRE,JENNA",2,turnover,,Centre,jenna mire,,940
296,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,296,15:21,"FOUL  by MIRE,JENNA",,,,,,,"FOUL  by MIRE,JENNA",2,foul,,Centre,jenna mire,,921
297,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,297,15:21,,,,,"MISS FT by JOHNSON,SARAH",,,"MISS FT by JOHNSON,SARAH",2,free throw,missed,rhodes,sarah johnson,,921
298,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,298,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
299,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,299,15:21,,49 (+8),,41,"GOOD FT by JOHNSON,SARAH",RCWBB13 49-41 (+8),,"GOOD FT by JOHNSON,SARAH",2,free throw,good,rhodes,sarah johnson,1,921
300,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,300,15:21,"SUB IN by WINSTEAD,MARY",,,,,,,"SUB IN by WINSTEAD,MARY",2,subbing in,,Centre,mary winstead,,921
301,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,301,15:21,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,921
302,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,302,15:21,,,,,"SUB IN by HALL,KATHERINE",,,"SUB IN by HALL,KATHERINE",2,subbing in,,rhodes,katherine hall,,921
303,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,303,15:21,,,,,"SUB OUT by GOODRUM,NATALIE",,,"SUB OUT by GOODRUM,NATALIE",2,subbing out,,rhodes,natalie goodrum,,921
304,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,304,15:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,911
305,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,305,14:58,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",2,turnover,,Centre,paige baechle,,898
306,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,306,14:57,,,,,"STEAL  by ECKERT,CATHERINE",,,"STEAL  by ECKERT,CATHERINE",2,steal,,rhodes,,,897
307,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,307,14:54,,,,,"MISS LAYUP by JOHNSON,SARAH",,,"MISS LAYUP by JOHNSON,SARAH",2,layup,missed,rhodes,sarah johnson,,894
308,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,308,--,,,,,"REBOUND OFF by ECKERT,CATHERINE",,,"REBOUND OFF by ECKERT,CATHERINE",2,offensive rebound,,rhodes,catherine eckert,,
309,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,309,14:51,,,,,"MISS LAYUP by ECKERT,CATHERINE",,,"MISS LAYUP by ECKERT,CATHERINE",2,layup,missed,rhodes,catherine eckert,,891
310,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,310,--,,,,,"REBOUND OFF by ECKERT,CATHERINE",,,"REBOUND OFF by ECKERT,CATHERINE",2,offensive rebound,,rhodes,catherine eckert,,
311,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,311,14:49,,,,,"MISS LAYUP by ECKERT,CATHERINE",,,"MISS LAYUP by ECKERT,CATHERINE",2,layup,missed,rhodes,catherine eckert,,889
312,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,312,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,rhodes,,,
313,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,313,14:47,,,,,"MISS JUMPER by ECKERT,CATHERINE",,,"MISS JUMPER by ECKERT,CATHERINE",2,jumper,missed,rhodes,catherine eckert,,887
314,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,314,--,,,,,"REBOUND OFF by AVANT,LAUREN",,,"REBOUND OFF by AVANT,LAUREN",2,offensive rebound,,rhodes,lauren avant,,
315,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,315,14:42,,,,,"TURNOVER  by AVANT,LAUREN",,,"TURNOVER  by AVANT,LAUREN",2,turnover,,rhodes,lauren avant,,882
316,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,316,14:41,"STEAL  by WINSTEAD,MARY",,,,,,,"STEAL  by WINSTEAD,MARY",2,steal,,Centre,,,881
317,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,317,14:24,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",51 (+10),,41,,CENTREW 51-41 (+10),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,864
318,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,318,--,"ASSIST  by BENHAM,CHELSEA",,,,,,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
319,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,319,14:10,,51 (+8),,43,"GOOD LAYUP by HALL,KATHERINE(in the paint)",RCWBB13 51-43 (+8),,"GOOD LAYUP by HALL,KATHERINE(in the paint)",2,layup,good,rhodes,katherine hall,2,850
320,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,320,13:55,"MISS 3PTR by WINSTEAD,MARY",,,,,,,"MISS 3PTR by WINSTEAD,MARY",2,three pointer,missed,Centre,mary winstead,,835
321,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,321,--,,,,,"REBOUND DEF by WOMACK,SARAH",,,"REBOUND DEF by WOMACK,SARAH",2,defensive rebound,,rhodes,sarah womack,,
322,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,322,13:48,"FOUL  by MOORE,HILLARY",,,,,,,"FOUL  by MOORE,HILLARY",2,foul,,Centre,hillary moore,,828
323,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,323,13:48,,,,,"SUB IN by HANDELMAN,AMY",,,"SUB IN by HANDELMAN,AMY",2,subbing in,,rhodes,amy handelman,,828
324,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,324,13:48,,,,,"SUB IN by GOODRUM,NATALIE",,,"SUB IN by GOODRUM,NATALIE",2,subbing in,,rhodes,natalie goodrum,,828
325,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,325,13:48,,,,,"SUB OUT by WOMACK,SARAH",,,"SUB OUT by WOMACK,SARAH",2,subbing out,,rhodes,sarah womack,,828
326,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,326,13:48,,,,,"SUB OUT by ECKERT,CATHERINE",,,"SUB OUT by ECKERT,CATHERINE",2,subbing out,,rhodes,catherine eckert,,828
327,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,327,13:41,,,,,"MISS LAYUP by AVANT,LAUREN",,,"MISS LAYUP by AVANT,LAUREN",2,layup,missed,rhodes,lauren avant,,821
328,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,328,--,,,,,"REBOUND OFF by HANDELMAN,AMY",,,"REBOUND OFF by HANDELMAN,AMY",2,offensive rebound,,rhodes,amy handelman,,
329,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,329,13:39,,51 (+6),,45,"GOOD LAYUP by HANDELMAN,AMY(in the paint)",RCWBB13 51-45 (+6),,"GOOD LAYUP by HANDELMAN,AMY(in the paint)",2,layup,good,rhodes,amy handelman,2,819
330,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,330,13:20,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",53 (+8),,45,,CENTREW 53-45 (+8),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,800
331,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,331,13:09,,53 (+6),,47,"GOOD LAYUP by HANDELMAN,AMY(in the paint)",RCWBB13 53-47 (+6),,"GOOD LAYUP by HANDELMAN,AMY(in the paint)",2,layup,good,rhodes,amy handelman,2,789
332,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,332,--,,,,,"ASSIST  by HALL,KATHERINE",,,"ASSIST  by HALL,KATHERINE",2,assist,,rhodes,katherine hall,,
333,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,333,12:49,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",2,layup,missed,Centre,maggie hartlage,,769
334,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,334,--,,,,,"REBOUND DEF by HANDELMAN,AMY",,,"REBOUND DEF by HANDELMAN,AMY",2,defensive rebound,,rhodes,amy handelman,,
335,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,335,12:39,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",2,foul,,Centre,chelsea benham,,759
336,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,336,12:39,,,,,"MISS FT by HANDELMAN,AMY",,,"MISS FT by HANDELMAN,AMY",2,free throw,missed,rhodes,amy handelman,,759
337,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,337,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
338,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,338,12:39,,,,,"MISS FT by HANDELMAN,AMY",,,"MISS FT by HANDELMAN,AMY",2,free throw,missed,rhodes,amy handelman,,759
339,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,339,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",2,defensive rebound,,Centre,mary stough,,
340,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,340,12:39,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",2,subbing in,,Centre,mary stough,,759
341,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,341,12:39,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,759
342,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,342,12:39,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,759
343,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,343,12:39,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,759
344,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,344,12:10,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",2,turnover,,Centre,mary winstead,,730
345,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,345,12:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,730
346,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,346,12:10,,,,,"SUB IN by WOMACK,SARAH",,,"SUB IN by WOMACK,SARAH",2,subbing in,,rhodes,sarah womack,,730
347,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,347,12:10,,,,,"SUB OUT by AVANT,LAUREN",,,"SUB OUT by AVANT,LAUREN",2,subbing out,,rhodes,lauren avant,,730
348,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,348,11:51,,,,,"TURNOVER  by GOODRUM,NATALIE",,,"TURNOVER  by GOODRUM,NATALIE",2,turnover,,rhodes,natalie goodrum,,711
349,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,349,11:49,"STEAL  by MOORE,HILLARY",,,,,,,"STEAL  by MOORE,HILLARY",2,steal,,Centre,,,709
350,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,350,11:27,"MISS LAYUP by WINSTEAD,MARY",,,,,,,"MISS LAYUP by WINSTEAD,MARY",2,layup,missed,Centre,mary winstead,,687
351,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,351,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
352,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,352,11:23,"MISS 3PTR by MOORE,HILLARY",,,,,,,"MISS 3PTR by MOORE,HILLARY",2,three pointer,missed,Centre,hillary moore,,683
353,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,353,--,,,,,"REBOUND DEF by GOODRUM,NATALIE",,,"REBOUND DEF by GOODRUM,NATALIE",2,defensive rebound,,rhodes,natalie goodrum,,
354,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,354,11:00,,53 (+4),,49,"GOOD JUMPER by JOHNSON,SARAH",RCWBB13 53-49 (+4),,"GOOD JUMPER by JOHNSON,SARAH",2,jumper,good,rhodes,sarah johnson,2,660
355,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,355,10:45,"GOOD 3PTR by WINSTEAD,MARY",56 (+7),,49,,CENTREW 56-49 (+7),,"GOOD 3PTR by WINSTEAD,MARY",2,three pointer,good,Centre,mary winstead,3,645
356,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,356,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
357,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,357,10:28,,,,,"MISS LAYUP by HANDELMAN,AMY",,,"MISS LAYUP by HANDELMAN,AMY",2,layup,missed,rhodes,amy handelman,,628
358,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,358,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",2,defensive rebound,,Centre,hillary moore,,
359,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,359,10:16,"TURNOVER  by MOORE,HILLARY",,,,,,,"TURNOVER  by MOORE,HILLARY",2,turnover,,Centre,hillary moore,,616
360,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,360,10:16,,,,,"STEAL  by HANDELMAN,AMY",,,"STEAL  by HANDELMAN,AMY",2,steal,,rhodes,,,616
361,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,361,10:16,,,,,"SUB IN by BARBER,MARY",,,"SUB IN by BARBER,MARY",2,subbing in,,rhodes,mary barber,,616
362,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,362,10:16,,,,,"SUB IN by AVANT,LAUREN",,,"SUB IN by AVANT,LAUREN",2,subbing in,,rhodes,lauren avant,,616
363,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,363,10:16,,,,,"SUB OUT by HANDELMAN,AMY",,,"SUB OUT by HANDELMAN,AMY",2,subbing out,,rhodes,amy handelman,,616
