Play Type,Shot Outcome,Shot Clock,Team,Time(seconds)
layup,good,27.0,thomas more college,266.0
jumper,missed,10.0,Centre,246.0
jumper,good,13.0,thomas more college,229.0
jumper,good,11.0,thomas more college,205.0
layup,good,11.0,Centre,186.0
jumper,missed,13.0,Centre,143.0
three pointer,missed,19.0,thomas more college,132.0
three pointer,missed,15.0,thomas more college,106.0
three pointer,missed,25.0,Centre,66.0
three pointer,missed,23.0,thomas more college,37.0
three pointer,missed,26.0,thomas more college,26.0
jumper,missed,621.0,capital,1191.0
three pointer,good,12.0,Centre,1173.0
layup,good,13.0,capital,1156.0
three pointer,missed,1.0,Centre,1127.0
three pointer,missed,10.0,capital,1107.0
jumper,good,16.0,Centre,1093.0
jumper,good,18.0,capital,1081.0
jumper,missed,13.0,Centre,1064.0
layup,good,25.0,capital,1053.0
jumper,good,18.0,Centre,1041.0
layup,missed,28.0,Centre,1022.0
layup,good,26.0,Centre,1020.0
jumper,missed,11.0,capital,1001.0
three pointer,missed,17.0,capital,981.0
jumper,missed,22.0,Centre,973.0
jumper,missed,8.0,capital,951.0
jumper,good,16.0,Centre,937.0
jumper,good,7.0,capital,914.0
jumper,good,0.0,Centre,884.0
jumper,good,5.0,capital,859.0
jumper,good,16.0,Centre,845.0
three pointer,missed,14.0,capital,829.0
jumper,missed,17.0,Centre,816.0
layup,missed,16.0,capital,796.0
layup,missed,26.0,capital,792.0
three pointer,missed,0.0,Centre,762.0
jumper,missed,25.0,Centre,667.0
layup,good,23.0,capital,660.0
layup,good,27.0,capital,643.0
jumper,missed,20.0,Centre,567.0
layup,good,25.0,Centre,562.0
three pointer,missed,8.0,capital,540.0
layup,missed,26.0,capital,522.0
jumper,missed,19.0,capital,511.0
layup,missed,11.0,capital,492.0
three pointer,missed,21.0,Centre,483.0
layup,missed,27.0,capital,472.0
jumper,missed,17.0,Centre,428.0
layup,missed,17.0,capital,415.0
three pointer,missed,22.0,Centre,392.0
jumper,missed,27.0,capital,383.0
layup,good,27.0,capital,380.0
jumper,missed,24.0,capital,365.0
layup,missed,20.0,capital,355.0
three pointer,good,17.0,capital,337.0
layup,good,7.0,Centre,314.0
jumper,good,12.0,capital,296.0
layup,missed,14.0,capital,266.0
jumper,missed,13.0,Centre,249.0
layup,good,23.0,capital,242.0
jumper,missed,28.0,Centre,210.0
layup,good,11.0,capital,191.0
three pointer,good,7.0,Centre,168.0
jumper,missed,13.0,capital,151.0
three pointer,good,4.0,Centre,125.0
layup,good,22.0,capital,117.0
three pointer,missed,15.0,capital,85.0
jumper,good,17.0,Centre,72.0
three pointer,good,17.0,capital,59.0
jumper,missed,28.0,capital,28.0
layup,good,2.0,capital,2.0
jumper,good,1178.0,capital,1191.0
jumper,missed,13.0,Centre,1174.0
jumper,good,23.0,Centre,1167.0
three pointer,missed,12.0,Centre,1135.0
jumper,good,19.0,capital,1124.0
three pointer,missed,10.0,capital,1085.0
three pointer,missed,15.0,Centre,1070.0
jumper,missed,29.0,Centre,1065.0
jumper,missed,29.0,Centre,1035.0
three pointer,good,20.0,capital,1025.0
three pointer,good,8.0,Centre,1003.0
jumper,good,8.0,capital,981.0
layup,missed,6.0,Centre,957.0
jumper,missed,16.0,Centre,936.0
jumper,missed,20.0,capital,926.0
three pointer,missed,9.0,Centre,905.0
layup,good,26.0,Centre,901.0
jumper,good,18.0,capital,889.0
layup,good,19.0,Centre,878.0
layup,missed,6.0,Centre,845.0
layup,missed,28.0,Centre,843.0
jumper,missed,9.0,capital,820.0
layup,missed,8.0,capital,778.0
three pointer,missed,26.0,capital,774.0
jumper,good,25.0,Centre,751.0
jumper,missed,5.0,Centre,703.0
jumper,missed,23.0,Centre,666.0
three pointer,missed,30.0,capital,666.0
three pointer,good,15.0,capital,650.0
layup,good,7.0,Centre,627.0
layup,good,11.0,capital,608.0
layup,good,13.0,Centre,591.0
jumper,good,29.0,capital,572.0
layup,good,19.0,Centre,561.0
layup,good,5.0,capital,536.0
layup,missed,28.0,capital,511.0
layup,good,27.0,capital,508.0
jumper,missed,28.0,Centre,492.0
layup,missed,27.0,Centre,489.0
jumper,missed,10.0,Centre,468.0
three pointer,missed,23.0,Centre,461.0
layup,good,14.0,capital,430.0
jumper,missed,20.0,Centre,420.0
layup,missed,17.0,Centre,407.0
jumper,missed,11.0,Centre,401.0
jumper,good,9.0,capital,380.0
layup,missed,29.0,Centre,354.0
three pointer,good,13.0,Centre,314.0
layup,missed,3.0,capital,287.0
layup,good,19.0,Centre,276.0
jumper,missed,0.0,capital,246.0
jumper,good,13.0,capital,204.0
jumper,good,6.0,capital,159.0
three pointer,missed,16.0,Centre,145.0
three pointer,missed,10.0,capital,120.0
jumper,missed,6.0,capital,81.0
three pointer,missed,16.0,Centre,60.0
layup,good,26.0,Centre,35.0
layup,good,0.0,Centre,0.0
jumper,good,14.0,Centre,1171.0
jumper,good,10.0,depauw university,1151.0
jumper,good,27.0,depauw university,1122.0
jumper,good,6.0,depauw university,1062.0
layup,missed,9.0,Centre,1041.0
jumper,missed,7.0,depauw university,1012.0
three pointer,missed,2.0,depauw university,974.0
jumper,missed,17.0,depauw university,961.0
layup,missed,4.0,Centre,935.0
jumper,missed,23.0,depauw university,928.0
layup,good,20.0,depauw university,918.0
jumper,missed,15.0,depauw university,885.0
layup,good,7.0,Centre,862.0
three pointer,missed,6.0,depauw university,838.0
jumper,missed,23.0,depauw university,821.0
layup,good,14.0,Centre,795.0
three pointer,missed,6.0,depauw university,771.0
jumper,good,22.0,depauw university,763.0
three pointer,missed,21.0,depauw university,738.0
layup,good,8.0,Centre,716.0
jumper,missed,9.0,depauw university,695.0
layup,good,11.0,Centre,676.0
three pointer,missed,6.0,depauw university,652.0
jumper,good,7.0,depauw university,629.0
jumper,missed,16.0,Centre,615.0
three pointer,missed,19.0,depauw university,604.0
jumper,missed,15.0,Centre,589.0
three pointer,missed,12.0,depauw university,571.0
three pointer,missed,14.0,Centre,555.0
jumper,missed,14.0,depauw university,534.0
jumper,missed,18.0,depauw university,522.0
layup,missed,2.0,Centre,491.0
jumper,missed,3.0,depauw university,464.0
three pointer,good,16.0,depauw university,434.0
layup,good,3.0,Centre,407.0
jumper,good,12.0,depauw university,389.0
three pointer,missed,22.0,depauw university,364.0
three pointer,missed,6.0,Centre,295.0
layup,good,21.0,Centre,286.0
jumper,good,21.0,depauw university,277.0
layup,good,30.0,depauw university,277.0
layup,missed,24.0,depauw university,238.0
three pointer,missed,21.0,Centre,229.0
jumper,missed,19.0,depauw university,218.0
jumper,missed,16.0,Centre,202.0
jumper,missed,10.0,depauw university,182.0
jumper,good,7.0,Centre,159.0
three pointer,missed,9.0,depauw university,138.0
three pointer,missed,15.0,depauw university,123.0
jumper,missed,27.0,depauw university,88.0
layup,good,2.0,Centre,59.0
jumper,good,25.0,Centre,25.0
jumper,missed,0.0,depauw university,0.0
layup,good,16.0,Centre,1186.0
layup,good,1.0,depauw university,1157.0
layup,missed,2.0,Centre,1129.0
layup,missed,19.0,depauw university,1118.0
jumper,missed,6.0,Centre,1094.0
three pointer,missed,12.0,depauw university,1062.0
jumper,missed,14.0,depauw university,1029.0
jumper,good,11.0,Centre,1010.0
jumper,good,15.0,depauw university,995.0
jumper,good,15.0,Centre,965.0
jumper,good,3.0,depauw university,938.0
jumper,missed,19.0,depauw university,858.0
layup,missed,15.0,Centre,843.0
jumper,missed,24.0,depauw university,837.0
layup,good,16.0,Centre,823.0
three pointer,missed,0.0,depauw university,793.0
three pointer,missed,12.0,depauw university,775.0
three pointer,good,19.0,depauw university,764.0
layup,good,2.0,Centre,736.0
jumper,missed,14.0,Centre,705.0
layup,missed,0.0,depauw university,675.0
layup,missed,8.0,Centre,643.0
three pointer,missed,23.0,depauw university,634.0
three pointer,good,18.0,depauw university,622.0
jumper,missed,13.0,Centre,601.0
layup,good,16.0,Centre,570.0
layup,good,9.0,depauw university,549.0
layup,good,11.0,Centre,530.0
three pointer,missed,11.0,depauw university,511.0
jumper,good,26.0,depauw university,477.0
layup,missed,11.0,Centre,430.0
three pointer,missed,23.0,depauw university,423.0
jumper,good,8.0,depauw university,399.0
three pointer,missed,3.0,Centre,345.0
three pointer,missed,19.0,depauw university,294.0
jumper,missed,15.0,Centre,279.0
three pointer,missed,7.0,depauw university,230.0
three pointer,missed,14.0,depauw university,214.0
jumper,missed,21.0,depauw university,198.0
three pointer,missed,26.0,depauw university,164.0
jumper,good,10.0,Centre,144.0
three pointer,missed,10.0,depauw university,124.0
layup,missed,18.0,Centre,112.0
jumper,missed,15.0,depauw university,96.0
layup,missed,10.0,Centre,76.0
three pointer,good,24.0,depauw university,70.0
jumper,good,14.0,depauw university,14.0
jumper,missed,2.0,Centre,2.0
layup,good,1.0,Centre,1.0
layup,missed,243.0,Centre,283.0
layup,good,28.0,depauw university,264.0
three pointer,missed,14.0,depauw university,238.0
layup,good,1.0,Centre,209.0
layup,missed,28.0,depauw university,206.0
three pointer,good,13.0,depauw university,189.0
jumper,missed,5.0,Centre,134.0
layup,missed,10.0,Centre,112.0
three pointer,missed,7.0,depauw university,89.0
three pointer,good,11.0,depauw university,11.0
layup,good,276.0,Centre,281.0
three pointer,missed,5.0,depauw university,256.0
jumper,good,6.0,Centre,201.0
layup,good,2.0,depauw university,173.0
layup,missed,12.0,Centre,155.0
three pointer,missed,8.0,Centre,117.0
three pointer,missed,20.0,Centre,20.0
jumper,missed,29.0,Centre,569.0
layup,good,14.0,hanover,553.0
layup,good,8.0,Centre,531.0
jumper,missed,23.0,hanover,524.0
jumper,good,16.0,Centre,510.0
three pointer,missed,24.0,hanover,491.0
layup,good,20.0,Centre,481.0
layup,missed,13.0,hanover,464.0
layup,missed,19.0,Centre,453.0
layup,missed,18.0,hanover,441.0
jumper,missed,15.0,hanover,398.0
three pointer,good,12.0,hanover,380.0
layup,good,7.0,hanover,335.0
jumper,good,16.0,Centre,321.0
layup,good,24.0,Centre,307.0
layup,good,5.0,hanover,282.0
layup,good,17.0,hanover,258.0
jumper,missed,27.0,Centre,225.0
layup,good,25.0,Centre,220.0
jumper,missed,20.0,hanover,200.0
layup,good,27.0,hanover,190.0
three pointer,missed,14.0,Centre,174.0
layup,missed,17.0,hanover,161.0
jumper,missed,7.0,Centre,138.0
three pointer,missed,25.0,Centre,133.0
layup,missed,23.0,hanover,126.0
layup,good,28.0,hanover,104.0
jumper,missed,19.0,Centre,93.0
jumper,good,22.0,Centre,59.0
three pointer,missed,21.0,Centre,34.0
jumper,missed,28.0,Centre,28.0
layup,missed,22.0,Centre,22.0
three pointer,missed,6.0,hanover,6.0
jumper,missed,582.0,hanover,586.0
jumper,missed,24.0,hanover,580.0
three pointer,missed,27.0,hanover,576.0
jumper,missed,23.0,Centre,556.0
three pointer,missed,16.0,Centre,517.0
three pointer,good,23.0,hanover,502.0
three pointer,good,6.0,Centre,468.0
layup,good,9.0,hanover,396.0
jumper,missed,14.0,Centre,380.0
layup,good,20.0,Centre,348.0
jumper,missed,25.0,Centre,332.0
jumper,missed,5.0,Centre,285.0
jumper,good,25.0,Centre,280.0
jumper,missed,17.0,Centre,244.0
layup,missed,14.0,hanover,228.0
jumper,missed,24.0,Centre,183.0
layup,good,18.0,hanover,171.0
three pointer,missed,9.0,Centre,150.0
layup,missed,24.0,hanover,144.0
jumper,missed,15.0,Centre,123.0
jumper,missed,25.0,Centre,118.0
layup,missed,11.0,hanover,99.0
jumper,missed,7.0,Centre,74.0
layup,missed,24.0,hanover,68.0
three pointer,missed,27.0,hanover,56.0
jumper,good,13.0,Centre,39.0
layup,good,1.0,hanover,1.0
three pointer,good,580.0,hanover,589.0
layup,missed,14.0,Centre,573.0
three pointer,missed,20.0,hanover,563.0
jumper,good,19.0,Centre,552.0
three pointer,missed,23.0,hanover,501.0
layup,missed,18.0,hanover,479.0
jumper,good,10.0,Centre,457.0
jumper,missed,13.0,hanover,420.0
jumper,missed,17.0,Centre,405.0
jumper,missed,22.0,hanover,397.0
three pointer,missed,24.0,hanover,391.0
layup,good,25.0,Centre,363.0
layup,good,24.0,hanover,357.0
three pointer,missed,20.0,Centre,347.0
layup,missed,18.0,hanover,335.0
layup,good,27.0,hanover,332.0
layup,good,5.0,Centre,307.0
three pointer,missed,24.0,hanover,286.0
jumper,missed,20.0,hanover,276.0
layup,missed,24.0,Centre,244.0
layup,missed,16.0,hanover,223.0
three pointer,missed,4.0,Centre,197.0
three pointer,missed,15.0,hanover,182.0
layup,missed,27.0,Centre,172.0
three pointer,missed,26.0,Centre,168.0
jumper,missed,27.0,hanover,135.0
layup,missed,19.0,hanover,124.0
layup,missed,14.0,Centre,108.0
three pointer,missed,24.0,hanover,102.0
jumper,missed,24.0,hanover,96.0
jumper,missed,19.0,Centre,85.0
layup,missed,11.0,hanover,66.0
three pointer,missed,7.0,Centre,43.0
layup,good,28.0,Centre,32.0
layup,missed,587.0,Centre,589.0
layup,good,25.0,Centre,584.0
three pointer,good,18.0,hanover,572.0
jumper,missed,9.0,Centre,505.0
layup,good,27.0,hanover,474.0
layup,good,20.0,Centre,464.0
layup,missed,23.0,hanover,445.0
three pointer,missed,28.0,Centre,436.0
jumper,missed,25.0,Centre,431.0
three pointer,missed,20.0,Centre,416.0
layup,good,28.0,Centre,411.0
three pointer,good,24.0,hanover,375.0
jumper,good,23.0,Centre,359.0
jumper,missed,6.0,Centre,296.0
jumper,good,23.0,hanover,289.0
jumper,missed,18.0,Centre,277.0
layup,missed,18.0,Centre,262.0
jumper,missed,27.0,Centre,259.0
layup,missed,23.0,hanover,246.0
layup,missed,23.0,Centre,224.0
jumper,missed,20.0,Centre,214.0
layup,missed,12.0,hanover,196.0
three pointer,missed,24.0,Centre,190.0
three pointer,missed,8.0,Centre,165.0
layup,good,24.0,Centre,131.0
jumper,missed,20.0,Centre,55.0
jumper,missed,21.0,hanover,46.0
layup,missed,26.0,hanover,26.0
layup,good,16.0,Centre,16.0
layup,good,17.0,hanover,587.0
jumper,missed,7.0,Centre,564.0
layup,missed,17.0,hanover,551.0
three pointer,missed,21.0,Centre,512.0
layup,good,17.0,hanover,499.0
jumper,missed,4.0,Centre,473.0
three pointer,missed,19.0,hanover,462.0
jumper,missed,24.0,Centre,439.0
jumper,missed,29.0,Centre,427.0
layup,missed,23.0,hanover,420.0
three pointer,missed,23.0,Centre,413.0
jumper,missed,4.0,hanover,387.0
jumper,missed,12.0,Centre,369.0
three pointer,missed,22.0,hanover,361.0
three pointer,missed,1.0,hanover,332.0
layup,good,30.0,hanover,250.0
jumper,missed,12.0,Centre,232.0
jumper,missed,30.0,Centre,232.0
jumper,missed,27.0,hanover,229.0
layup,missed,27.0,hanover,226.0
layup,good,22.0,Centre,218.0
layup,missed,22.0,hanover,210.0
jumper,good,18.0,Centre,187.0
layup,good,4.0,hanover,131.0
jumper,missed,24.0,Centre,125.0
layup,missed,22.0,Centre,84.0
three pointer,good,21.0,hanover,75.0
jumper,missed,14.0,Centre,59.0
layup,missed,8.0,hanover,37.0
layup,missed,22.0,hanover,22.0
three pointer,missed,5.0,hanover,5.0
jumper,missed,578.0,Centre,585.0
jumper,missed,21.0,hanover,576.0
jumper,missed,21.0,Centre,567.0
layup,missed,7.0,hanover,544.0
three pointer,missed,9.0,Centre,507.0
layup,good,19.0,hanover,474.0
jumper,missed,4.0,Centre,448.0
jumper,missed,23.0,hanover,441.0
jumper,missed,2.0,Centre,413.0
layup,missed,22.0,hanover,405.0
jumper,missed,26.0,Centre,377.0
layup,missed,22.0,hanover,369.0
layup,missed,0.0,Centre,339.0
jumper,missed,0.0,Centre,339.0
three pointer,missed,25.0,Centre,304.0
layup,missed,13.0,hanover,287.0
layup,good,8.0,hanover,282.0
jumper,missed,18.0,Centre,267.0
jumper,missed,13.0,hanover,250.0
three pointer,good,5.0,Centre,225.0
jumper,missed,21.0,Centre,210.0
jumper,missed,25.0,hanover,190.0
jumper,missed,28.0,hanover,188.0
layup,good,25.0,hanover,183.0
jumper,good,29.0,Centre,152.0
three pointer,missed,23.0,hanover,145.0
three pointer,missed,16.0,hanover,97.0
jumper,good,18.0,Centre,85.0
jumper,missed,13.0,Centre,50.0
jumper,missed,18.0,Centre,18.0
jumper,missed,21.0,Centre,583.0
jumper,missed,15.0,Centre,537.0
jumper,good,23.0,Centre,482.0
three pointer,missed,12.0,hanover,464.0
three pointer,missed,18.0,Centre,452.0
three pointer,missed,21.0,hanover,443.0
three pointer,missed,21.0,hanover,432.0
layup,missed,21.0,Centre,423.0
three pointer,missed,17.0,Centre,410.0
three pointer,missed,15.0,hanover,393.0
jumper,missed,22.0,Centre,385.0
three pointer,good,11.0,hanover,366.0
jumper,missed,11.0,Centre,347.0
layup,missed,17.0,hanover,334.0
layup,missed,20.0,hanover,313.0
layup,good,15.0,Centre,263.0
layup,good,13.0,hanover,246.0
layup,missed,26.0,hanover,214.0
jumper,missed,17.0,Centre,201.0
layup,missed,17.0,hanover,188.0
jumper,good,23.0,Centre,181.0
three pointer,missed,10.0,hanover,161.0
three pointer,good,29.0,hanover,155.0
jumper,missed,10.0,Centre,135.0
layup,good,28.0,hanover,115.0
jumper,missed,19.0,Centre,76.0
three pointer,good,21.0,Centre,54.0
three pointer,missed,30.0,hanover,30.0
jumper,good,3.0,hanover,3.0
three pointer,missed,554.0,hanover,578.0
layup,missed,28.0,hanover,576.0
three pointer,good,15.0,Centre,552.0
three pointer,missed,20.0,hanover,542.0
three pointer,good,7.0,Centre,519.0
three pointer,good,8.0,hanover,497.0
three pointer,missed,4.0,Centre,471.0
layup,good,19.0,hanover,460.0
layup,missed,19.0,Centre,449.0
layup,missed,19.0,hanover,432.0
three pointer,missed,20.0,Centre,422.0
jumper,missed,24.0,hanover,416.0
three pointer,missed,10.0,Centre,396.0
layup,missed,3.0,hanover,369.0
layup,missed,25.0,hanover,364.0
three pointer,missed,7.0,hanover,292.0
jumper,missed,21.0,Centre,283.0
three pointer,missed,15.0,Centre,254.0
three pointer,missed,21.0,hanover,245.0
jumper,missed,24.0,hanover,239.0
jumper,missed,23.0,Centre,208.0
jumper,good,7.0,hanover,185.0
jumper,missed,12.0,Centre,167.0
layup,missed,26.0,hanover,152.0
layup,good,22.0,hanover,144.0
three pointer,missed,3.0,hanover,101.0
three pointer,good,20.0,Centre,91.0
jumper,missed,12.0,hanover,73.0
jumper,good,30.0,Centre,44.0
jumper,missed,21.0,Centre,591.0
layup,missed,14.0,maryville (tn),575.0
jumper,missed,9.0,Centre,554.0
three pointer,missed,23.0,maryville (tn),547.0
jumper,missed,10.0,Centre,527.0
layup,missed,3.0,Centre,486.0
jumper,good,9.0,Centre,465.0
layup,missed,14.0,maryville (tn),449.0
three pointer,missed,28.0,Centre,417.0
layup,missed,10.0,Centre,354.0
layup,good,6.0,Centre,282.0
three pointer,good,29.0,maryville (tn),200.0
jumper,good,12.0,Centre,182.0
layup,missed,10.0,maryville (tn),162.0
jumper,missed,13.0,Centre,145.0
layup,good,16.0,maryville (tn),131.0
layup,good,13.0,Centre,114.0
three pointer,good,12.0,maryville (tn),96.0
three pointer,missed,7.0,Centre,73.0
layup,good,24.0,Centre,67.0
layup,good,16.0,maryville (tn),53.0
three pointer,missed,17.0,Centre,17.0
three pointer,missed,0.0,Centre,0.0
layup,missed,2.0,maryville (tn),572.0
jumper,good,6.0,Centre,548.0
three pointer,good,23.0,Centre,521.0
jumper,missed,11.0,Centre,486.0
layup,missed,23.0,maryville (tn),479.0
layup,missed,18.0,Centre,467.0
layup,good,26.0,Centre,463.0
jumper,good,15.0,Centre,428.0
three pointer,good,1.0,maryville (tn),399.0
layup,missed,9.0,Centre,378.0
layup,good,3.0,maryville (tn),337.0
layup,good,21.0,maryville (tn),324.0
layup,missed,18.0,Centre,268.0
layup,good,14.0,Centre,252.0
layup,missed,25.0,maryville (tn),247.0
jumper,good,8.0,Centre,225.0
three pointer,missed,13.0,Centre,190.0
layup,missed,22.0,maryville (tn),178.0
jumper,missed,23.0,maryville (tn),171.0
three pointer,missed,19.0,Centre,160.0
three pointer,missed,20.0,maryville (tn),150.0
three pointer,missed,24.0,maryville (tn),144.0
layup,good,22.0,Centre,76.0
jumper,good,5.0,maryville (tn),51.0
jumper,missed,11.0,Centre,32.0
layup,good,22.0,Centre,22.0
three pointer,missed,2.0,maryville (tn),2.0
jumper,missed,585.0,maryville (tn),587.0
layup,missed,19.0,Centre,576.0
layup,missed,3.0,Centre,560.0
layup,missed,20.0,Centre,541.0
three pointer,missed,28.0,Centre,515.0
layup,good,22.0,maryville (tn),507.0
jumper,missed,29.0,Centre,476.0
layup,missed,27.0,Centre,423.0
three pointer,good,21.0,maryville (tn),403.0
layup,good,22.0,Centre,395.0
layup,missed,3.0,Centre,361.0
layup,good,13.0,maryville (tn),344.0
three pointer,missed,13.0,Centre,296.0
three pointer,missed,21.0,maryville (tn),287.0
layup,missed,23.0,maryville (tn),280.0
three pointer,missed,20.0,maryville (tn),242.0
three pointer,missed,11.0,maryville (tn),217.0
layup,good,25.0,maryville (tn),212.0
three pointer,missed,7.0,Centre,181.0
three pointer,missed,28.0,Centre,159.0
jumper,missed,23.0,Centre,133.0
three pointer,missed,23.0,Centre,126.0
three pointer,good,2.0,Centre,86.0
jumper,good,8.0,maryville (tn),64.0
layup,good,17.0,Centre,17.0
three pointer,missed,595.0,Centre,600.0
layup,good,556.0,maryville (tn),561.0
jumper,good,12.0,Centre,543.0
three pointer,missed,16.0,maryville (tn),529.0
layup,good,25.0,maryville (tn),524.0
jumper,missed,13.0,Centre,507.0
layup,missed,17.0,maryville (tn),494.0
layup,good,29.0,maryville (tn),493.0
three pointer,missed,10.0,Centre,473.0
three pointer,missed,17.0,Centre,460.0
jumper,good,18.0,Centre,424.0
layup,missed,3.0,maryville (tn),397.0
layup,good,22.0,Centre,389.0
three pointer,missed,28.0,maryville (tn),357.0
three pointer,good,19.0,maryville (tn),346.0
three pointer,missed,10.0,Centre,326.0
jumper,good,14.0,maryville (tn),310.0
three pointer,missed,9.0,Centre,289.0
jumper,missed,11.0,Centre,248.0
three pointer,missed,25.0,Centre,243.0
layup,good,16.0,maryville (tn),229.0
jumper,missed,17.0,Centre,216.0
three pointer,good,21.0,maryville (tn),195.0
three pointer,good,1.0,Centre,166.0
jumper,good,0.0,maryville (tn),136.0
three pointer,missed,17.0,Centre,123.0
layup,good,23.0,Centre,104.0
jumper,missed,0.0,maryville (tn),74.0
layup,missed,8.0,maryville (tn),52.0
layup,missed,4.0,Centre,4.0
jumper,missed,16.0,millsaps,586.0
jumper,missed,15.0,Centre,555.0
jumper,good,16.0,Centre,534.0
three pointer,missed,0.0,millsaps,504.0
jumper,good,18.0,Centre,492.0
jumper,missed,4.0,millsaps,466.0
jumper,good,21.0,Centre,457.0
layup,missed,27.0,millsaps,424.0
three pointer,good,17.0,Centre,411.0
jumper,missed,4.0,millsaps,385.0
jumper,good,15.0,Centre,325.0
three pointer,missed,16.0,millsaps,311.0
jumper,missed,22.0,millsaps,303.0
jumper,missed,4.0,millsaps,269.0
jumper,good,14.0,Centre,253.0
jumper,missed,11.0,millsaps,234.0
jumper,missed,22.0,millsaps,196.0
jumper,good,17.0,millsaps,178.0
jumper,good,29.0,Centre,147.0
jumper,missed,4.0,millsaps,121.0
jumper,missed,14.0,Centre,105.0
three pointer,missed,24.0,Centre,99.0
layup,good,21.0,millsaps,90.0
jumper,missed,17.0,Centre,77.0
jumper,missed,27.0,Centre,55.0
jumper,good,19.0,millsaps,42.0
three pointer,good,23.0,Centre,23.0
jumper,missed,1.0,millsaps,1.0
jumper,missed,562.0,Centre,574.0
jumper,good,10.0,millsaps,554.0
jumper,missed,13.0,Centre,537.0
jumper,good,20.0,millsaps,527.0
jumper,missed,16.0,Centre,513.0
jumper,missed,15.0,millsaps,498.0
jumper,good,19.0,Centre,487.0
jumper,good,1.0,Centre,436.0
layup,good,20.0,millsaps,426.0
jumper,good,4.0,Centre,400.0
jumper,missed,6.0,millsaps,376.0
three pointer,missed,28.0,Centre,370.0
jumper,good,21.0,millsaps,361.0
three pointer,good,21.0,Centre,352.0
jumper,good,15.0,millsaps,302.0
three pointer,missed,16.0,Centre,266.0
jumper,missed,9.0,millsaps,245.0
three pointer,good,20.0,Centre,235.0
jumper,missed,8.0,millsaps,151.0
layup,missed,21.0,millsaps,136.0
three pointer,missed,20.0,Centre,126.0
layup,missed,23.0,millsaps,119.0
jumper,good,23.0,Centre,112.0
three pointer,missed,7.0,Centre,63.0
layup,good,14.0,millsaps,47.0
jumper,missed,2.0,Centre,2.0
layup,good,14.0,millsaps,584.0
three pointer,missed,0.0,Centre,554.0
three pointer,good,10.0,millsaps,534.0
jumper,missed,23.0,millsaps,510.0
jumper,missed,6.0,Centre,486.0
jumper,missed,6.0,millsaps,462.0
three pointer,missed,23.0,millsaps,455.0
three pointer,missed,3.0,Centre,428.0
jumper,good,6.0,millsaps,404.0
jumper,good,4.0,Centre,378.0
jumper,good,20.0,millsaps,368.0
jumper,good,24.0,millsaps,329.0
jumper,missed,18.0,Centre,317.0
layup,good,29.0,millsaps,304.0
three pointer,good,17.0,Centre,291.0
jumper,good,2.0,millsaps,263.0
jumper,missed,14.0,Centre,247.0
jumper,missed,23.0,Centre,240.0
jumper,good,8.0,millsaps,218.0
jumper,missed,5.0,Centre,193.0
jumper,good,10.0,millsaps,173.0
jumper,good,5.0,Centre,148.0
jumper,missed,27.0,millsaps,130.0
jumper,missed,15.0,Centre,115.0
layup,good,28.0,Centre,113.0
jumper,good,9.0,millsaps,92.0
three pointer,good,17.0,Centre,79.0
layup,good,10.0,millsaps,59.0
three pointer,missed,10.0,Centre,39.0
jumper,missed,0.0,Centre,0.0
jumper,missed,24.0,Centre,551.0
three pointer,missed,20.0,Centre,538.0
layup,good,9.0,millsaps,517.0
jumper,missed,10.0,Centre,497.0
layup,good,11.0,millsaps,478.0
jumper,missed,3.0,Centre,451.0
three pointer,missed,23.0,Centre,444.0
jumper,missed,19.0,millsaps,405.0
jumper,good,16.0,millsaps,377.0
jumper,missed,5.0,Centre,352.0
three pointer,missed,27.0,millsaps,319.0
jumper,missed,22.0,millsaps,280.0
three pointer,missed,22.0,millsaps,272.0
jumper,missed,27.0,Centre,227.0
jumper,good,9.0,millsaps,160.0
jumper,missed,17.0,millsaps,128.0
jumper,missed,16.0,Centre,114.0
jumper,good,26.0,millsaps,88.0
three pointer,missed,17.0,Centre,75.0
jumper,missed,25.0,Centre,46.0
jumper,good,24.0,Centre,40.0
jumper,good,24.0,millsaps,24.0
jumper,good,11.0,Centre,11.0
layup,good,609.0,spalding,1179.0
three pointer,good,15.0,Centre,1164.0
jumper,missed,20.0,spalding,1154.0
layup,missed,9.0,spalding,1122.0
layup,missed,26.0,spalding,1059.0
three pointer,missed,19.0,spalding,1052.0
layup,good,6.0,spalding,1028.0
layup,good,17.0,Centre,1015.0
layup,missed,22.0,spalding,1007.0
layup,good,5.0,spalding,990.0
three pointer,missed,10.0,Centre,970.0
three pointer,missed,11.0,spalding,951.0
layup,good,23.0,Centre,944.0
jumper,missed,19.0,spalding,933.0
jumper,good,17.0,Centre,864.0
jumper,missed,10.0,spalding,844.0
jumper,missed,26.0,spalding,840.0
jumper,missed,20.0,spalding,830.0
jumper,missed,22.0,Centre,822.0
jumper,good,22.0,spalding,803.0
layup,missed,15.0,Centre,788.0
three pointer,missed,21.0,spalding,779.0
jumper,missed,23.0,Centre,772.0
layup,good,11.0,Centre,753.0
jumper,missed,10.0,spalding,733.0
jumper,good,13.0,Centre,691.0
three pointer,missed,14.0,Centre,622.0
layup,good,11.0,spalding,603.0
layup,missed,13.0,Centre,586.0
layup,missed,22.0,spalding,578.0
layup,missed,23.0,spalding,571.0
jumper,missed,12.0,Centre,553.0
layup,good,23.0,spalding,546.0
jumper,missed,27.0,Centre,521.0
