Play Type,Shot Outcome,Shot Clock,Team,Time(seconds)
jumper,missed,25.0,spalding,516.0
three pointer,missed,21.0,Centre,507.0
jumper,missed,8.0,spalding,485.0
three pointer,missed,13.0,Centre,468.0
three pointer,good,18.0,spalding,456.0
three pointer,good,12.0,Centre,438.0
jumper,missed,4.0,spalding,412.0
layup,good,2.0,spalding,377.0
three pointer,missed,7.0,spalding,295.0
three pointer,missed,16.0,Centre,281.0
three pointer,missed,25.0,spalding,276.0
jumper,good,5.0,Centre,214.0
three pointer,good,12.0,Centre,116.0
layup,missed,9.0,spalding,95.0
three pointer,missed,10.0,spalding,55.0
layup,missed,24.0,spalding,49.0
layup,missed,14.0,Centre,33.0
three pointer,missed,21.0,spalding,21.0
three pointer,missed,3.0,spalding,3.0
three pointer,missed,1176.0,spalding,1179.0
jumper,good,25.0,Centre,1144.0
layup,good,20.0,spalding,1134.0
layup,good,11.0,Centre,1056.0
three pointer,good,25.0,spalding,1014.0
jumper,missed,9.0,Centre,993.0
three pointer,good,12.0,spalding,975.0
layup,missed,25.0,Centre,940.0
three pointer,missed,7.0,spalding,884.0
three pointer,missed,26.0,spalding,871.0
jumper,missed,25.0,spalding,806.0
jumper,missed,18.0,spalding,779.0
jumper,missed,14.0,Centre,763.0
jumper,good,24.0,Centre,757.0
jumper,missed,19.0,Centre,727.0
layup,missed,10.0,Centre,701.0
three pointer,missed,11.0,spalding,682.0
jumper,missed,22.0,spalding,674.0
three pointer,good,11.0,Centre,623.0
three pointer,missed,13.0,spalding,606.0
layup,missed,21.0,Centre,562.0
layup,good,29.0,spalding,561.0
jumper,missed,20.0,Centre,551.0
jumper,missed,12.0,spalding,533.0
jumper,missed,23.0,spalding,526.0
layup,missed,15.0,Centre,511.0
layup,missed,23.0,spalding,504.0
layup,missed,30.0,spalding,497.0
layup,missed,30.0,spalding,497.0
jumper,good,2.0,Centre,469.0
jumper,missed,2.0,spalding,441.0
jumper,missed,21.0,spalding,409.0
layup,missed,24.0,Centre,403.0
three pointer,good,25.0,spalding,395.0
layup,missed,10.0,spalding,353.0
layup,missed,15.0,spalding,338.0
jumper,good,3.0,Centre,311.0
three pointer,missed,13.0,spalding,294.0
jumper,missed,29.0,Centre,263.0
three pointer,missed,29.0,spalding,255.0
three pointer,missed,11.0,spalding,214.0
jumper,good,11.0,spalding,195.0
three pointer,missed,9.0,spalding,170.0
layup,missed,-1.0,Centre,139.0
layup,good,19.0,Centre,129.0
three pointer,good,27.0,spalding,126.0
layup,good,12.0,spalding,74.0
three pointer,missed,1.0,spalding,1.0
layup,missed,7.0,Centre,577.0
jumper,good,10.0,spalding,557.0
jumper,missed,14.0,Centre,528.0
jumper,missed,11.0,spalding,509.0
three pointer,missed,12.0,Centre,491.0
layup,good,25.0,Centre,486.0
layup,good,17.0,Centre,440.0
jumper,missed,5.0,spalding,415.0
layup,missed,21.0,Centre,406.0
jumper,missed,15.0,spalding,391.0
jumper,missed,15.0,Centre,376.0
three pointer,good,5.0,spalding,351.0
jumper,missed,10.0,Centre,331.0
jumper,missed,4.0,spalding,305.0
three pointer,missed,20.0,Centre,295.0
jumper,missed,22.0,Centre,287.0
jumper,missed,14.0,spalding,238.0
layup,good,14.0,spalding,201.0
jumper,missed,15.0,Centre,155.0
three pointer,missed,23.0,spalding,148.0
three pointer,missed,25.0,Centre,131.0
three pointer,good,21.0,Centre,122.0
layup,missed,15.0,spalding,107.0
layup,missed,19.0,Centre,96.0
layup,missed,27.0,Centre,93.0
jumper,missed,9.0,spalding,64.0
jumper,missed,17.0,spalding,51.0
jumper,missed,23.0,Centre,23.0
three pointer,missed,0.0,spalding,0.0
jumper,missed,13.0,spalding,583.0
layup,missed,28.0,spalding,581.0
three pointer,missed,26.0,spalding,577.0
three pointer,good,24.0,spalding,571.0
jumper,missed,29.0,Centre,514.0
three pointer,missed,23.0,spalding,486.0
jumper,good,25.0,spalding,481.0
three pointer,missed,12.0,Centre,463.0
jumper,missed,12.0,spalding,445.0
layup,good,27.0,spalding,418.0
jumper,good,1.0,Centre,389.0
jumper,missed,3.0,spalding,362.0
three pointer,missed,19.0,Centre,351.0
jumper,missed,1.0,Centre,307.0
three pointer,good,24.0,Centre,286.0
jumper,missed,27.0,spalding,253.0
jumper,good,19.0,Centre,242.0
jumper,good,12.0,Centre,186.0
layup,missed,15.0,spalding,171.0
layup,missed,27.0,spalding,168.0
jumper,missed,11.0,Centre,149.0
jumper,missed,16.0,Centre,135.0
jumper,missed,3.0,spalding,108.0
layup,good,16.0,Centre,94.0
jumper,good,24.0,spalding,38.0
layup,missed,25.0,spalding,25.0
three pointer,missed,6.0,Centre,576.0
three pointer,missed,16.0,spalding,557.0
jumper,missed,6.0,Centre,533.0
jumper,missed,19.0,spalding,522.0
three pointer,missed,22.0,spalding,480.0
layup,missed,17.0,spalding,422.0
three pointer,good,27.0,Centre,377.0
layup,good,0.0,spalding,347.0
jumper,missed,10.0,Centre,327.0
jumper,good,11.0,spalding,283.0
layup,missed,9.0,Centre,262.0
layup,good,27.0,Centre,259.0
jumper,missed,7.0,spalding,236.0
jumper,missed,1.0,spalding,194.0
jumper,missed,27.0,spalding,191.0
three pointer,missed,18.0,Centre,179.0
jumper,missed,16.0,spalding,165.0
layup,good,23.0,Centre,158.0
three pointer,good,30.0,Centre,111.0
three pointer,good,15.0,spalding,96.0
jumper,missed,10.0,Centre,76.0
three pointer,missed,29.0,Centre,63.0
three pointer,missed,7.0,spalding,40.0
jumper,missed,11.0,Centre,11.0
jumper,missed,3.0,spalding,3.0
jumper,missed,17.0,spalding,579.0
jumper,missed,11.0,spalding,544.0
layup,good,29.0,spalding,536.0
layup,missed,9.0,Centre,515.0
three pointer,missed,1.0,Centre,507.0
jumper,good,18.0,spalding,495.0
jumper,good,15.0,spalding,463.0
three pointer,missed,2.0,Centre,435.0
three pointer,missed,23.0,Centre,428.0
jumper,good,13.0,spalding,411.0
three pointer,missed,13.0,Centre,394.0
layup,good,20.0,spalding,360.0
jumper,good,16.0,Centre,346.0
three pointer,good,5.0,spalding,321.0
three pointer,good,15.0,Centre,306.0
jumper,good,11.0,spalding,287.0
jumper,good,18.0,Centre,275.0
jumper,missed,27.0,spalding,249.0
layup,good,24.0,spalding,243.0
jumper,good,3.0,Centre,216.0
three pointer,missed,12.0,spalding,198.0
three pointer,missed,23.0,spalding,178.0
jumper,good,8.0,Centre,147.0
layup,good,13.0,spalding,87.0
jumper,missed,17.0,Centre,74.0
layup,good,9.0,Centre,9.0
three pointer,missed,3.0,spalding,3.0
jumper,missed,30.0,spalding,284.0
jumper,missed,30.0,spalding,284.0
three pointer,good,22.0,Centre,210.0
three pointer,good,20.0,spalding,179.0
jumper,missed,10.0,Centre,159.0
layup,good,16.0,spalding,125.0
jumper,missed,12.0,spalding,97.0
jumper,missed,19.0,Centre,62.0
three pointer,missed,20.0,Centre,44.0
three pointer,missed,30.0,Centre,30.0
layup,missed,25.0,Centre,25.0
layup,missed,22.0,Centre,22.0
layup,missed,21.0,Centre,21.0
three pointer,missed,9.0,Centre,9.0
jumper,missed,1.0,Centre,571.0
jumper,missed,9.0,spalding,550.0
jumper,missed,26.0,spalding,546.0
jumper,missed,21.0,Centre,537.0
three pointer,good,22.0,spalding,529.0
three pointer,good,24.0,spalding,503.0
three pointer,good,9.0,Centre,482.0
jumper,good,18.0,spalding,470.0
three pointer,missed,13.0,Centre,428.0
jumper,missed,5.0,spalding,403.0
layup,missed,27.0,spalding,389.0
jumper,missed,11.0,spalding,352.0
jumper,missed,12.0,spalding,330.0
layup,good,26.0,spalding,326.0
layup,good,27.0,spalding,310.0
three pointer,missed,4.0,Centre,284.0
three pointer,missed,24.0,spalding,251.0
layup,good,23.0,Centre,244.0
jumper,missed,15.0,spalding,229.0
three pointer,missed,23.0,spalding,222.0
jumper,good,27.0,spalding,206.0
three pointer,missed,16.0,Centre,192.0
jumper,missed,29.0,spalding,161.0
jumper,missed,10.0,Centre,141.0
three pointer,missed,25.0,spalding,131.0
jumper,missed,23.0,spalding,124.0
jumper,good,16.0,spalding,110.0
jumper,missed,25.0,Centre,75.0
jumper,missed,23.0,spalding,68.0
three pointer,missed,17.0,Centre,39.0
layup,missed,27.0,Centre,36.0
three pointer,missed,29.0,Centre,29.0
three pointer,missed,8.0,spalding,8.0
three pointer,missed,0.0,Centre,0.0
jumper,good,4.0,spalding,577.0
three pointer,missed,11.0,Centre,558.0
layup,good,22.0,Centre,543.0
jumper,missed,17.0,spalding,530.0
jumper,missed,22.0,Centre,522.0
layup,missed,7.0,spalding,499.0
layup,good,27.0,spalding,496.0
jumper,good,15.0,Centre,481.0
jumper,missed,10.0,spalding,458.0
layup,good,16.0,spalding,436.0
layup,good,8.0,Centre,414.0
layup,missed,15.0,spalding,399.0
layup,missed,23.0,Centre,392.0
three pointer,missed,18.0,spalding,380.0
three pointer,good,23.0,Centre,373.0
jumper,missed,11.0,spalding,354.0
jumper,missed,12.0,spalding,327.0
jumper,missed,18.0,spalding,315.0
jumper,missed,14.0,Centre,299.0
three pointer,missed,11.0,spalding,280.0
jumper,good,13.0,spalding,245.0
three pointer,missed,5.0,Centre,220.0
jumper,good,10.0,spalding,200.0
jumper,missed,6.0,Centre,176.0
jumper,missed,22.0,spalding,157.0
three pointer,good,21.0,Centre,148.0
jumper,missed,27.0,spalding,125.0
jumper,good,24.0,spalding,106.0
layup,good,0.0,spalding,64.0
three pointer,good,30.0,spalding,30.0
three pointer,good,4.0,spalding,4.0
jumper,missed,563.0,Centre,580.0
jumper,good,14.0,Centre,533.0
jumper,missed,25.0,spalding,517.0
jumper,missed,20.0,Centre,507.0
layup,good,23.0,spalding,500.0
layup,good,12.0,spalding,466.0
jumper,missed,21.0,Centre,457.0
jumper,missed,23.0,spalding,444.0
jumper,missed,20.0,Centre,434.0
three pointer,missed,28.0,Centre,431.0
jumper,good,13.0,Centre,414.0
three pointer,good,19.0,spalding,403.0
layup,good,12.0,spalding,364.0
jumper,missed,21.0,Centre,355.0
layup,missed,22.0,spalding,347.0
three pointer,missed,26.0,spalding,339.0
jumper,missed,18.0,spalding,316.0
jumper,good,25.0,spalding,311.0
jumper,missed,17.0,Centre,298.0
jumper,missed,25.0,spalding,238.0
layup,missed,27.0,spalding,235.0
layup,good,27.0,spalding,223.0
jumper,missed,3.0,Centre,196.0
layup,missed,26.0,Centre,192.0
jumper,good,19.0,Centre,178.0
layup,good,14.0,spalding,162.0
jumper,missed,18.0,Centre,150.0
three pointer,good,23.0,spalding,143.0
three pointer,good,5.0,Centre,118.0
three pointer,missed,4.0,spalding,92.0
jumper,missed,20.0,Centre,52.0
layup,missed,26.0,Centre,48.0
three pointer,missed,26.0,Centre,26.0
three pointer,good,568.0,spalding,572.0
three pointer,good,7.0,Centre,549.0
jumper,good,16.0,spalding,501.0
jumper,missed,17.0,Centre,488.0
jumper,missed,28.0,Centre,486.0
layup,good,11.0,Centre,456.0
layup,missed,12.0,spalding,438.0
jumper,missed,26.0,spalding,434.0
layup,missed,13.0,spalding,411.0
three pointer,missed,24.0,Centre,405.0
three pointer,missed,23.0,spalding,392.0
layup,good,10.0,Centre,372.0
three pointer,good,0.0,spalding,342.0
three pointer,missed,17.0,spalding,324.0
jumper,missed,12.0,Centre,306.0
three pointer,missed,23.0,spalding,299.0
three pointer,missed,20.0,Centre,289.0
layup,good,26.0,Centre,248.0
jumper,missed,8.0,spalding,226.0
three pointer,missed,20.0,Centre,216.0
layup,missed,13.0,spalding,199.0
three pointer,missed,20.0,spalding,189.0
jumper,missed,6.0,Centre,160.0
three pointer,good,26.0,Centre,156.0
jumper,missed,11.0,spalding,137.0
jumper,missed,28.0,spalding,128.0
jumper,good,22.0,Centre,120.0
layup,good,11.0,spalding,101.0
jumper,missed,8.0,Centre,76.0
layup,good,8.0,spalding,47.0
three pointer,missed,3.0,spalding,3.0
jumper,good,14.0,thomas more,1184.0
jumper,missed,29.0,Centre,1153.0
three pointer,missed,15.0,thomas more,1138.0
layup,good,25.0,thomas more,1133.0
three pointer,missed,14.0,Centre,1090.0
jumper,missed,18.0,thomas more,1078.0
jumper,missed,5.0,Centre,1053.0
layup,good,18.0,thomas more,1041.0
three pointer,missed,19.0,thomas more,1011.0
three pointer,good,9.0,Centre,990.0
layup,good,20.0,Centre,960.0
layup,missed,11.0,thomas more,941.0
three pointer,good,8.0,Centre,919.0
jumper,missed,14.0,Centre,885.0
three pointer,missed,27.0,thomas more,871.0
three pointer,missed,9.0,thomas more,841.0
jumper,good,26.0,Centre,785.0
layup,missed,8.0,thomas more,763.0
layup,missed,26.0,thomas more,759.0
layup,missed,26.0,thomas more,755.0
jumper,missed,19.0,Centre,744.0
jumper,good,18.0,Centre,709.0
jumper,missed,25.0,Centre,677.0
jumper,missed,22.0,Centre,669.0
three pointer,good,29.0,thomas more,668.0
three pointer,missed,19.0,thomas more,637.0
three pointer,good,4.0,Centre,611.0
jumper,good,18.0,Centre,568.0
jumper,good,11.0,thomas more,549.0
layup,good,29.0,thomas more,504.0
jumper,good,12.0,Centre,486.0
layup,missed,16.0,thomas more,472.0
jumper,missed,16.0,Centre,454.0
jumper,good,18.0,thomas more,442.0
layup,missed,17.0,Centre,429.0
three pointer,missed,10.0,Centre,384.0
three pointer,missed,21.0,thomas more,375.0
layup,missed,15.0,thomas more,331.0
jumper,good,17.0,Centre,318.0
layup,good,17.0,thomas more,304.0
three pointer,missed,12.0,Centre,286.0
three pointer,missed,19.0,thomas more,275.0
layup,good,20.0,Centre,252.0
three pointer,good,16.0,thomas more,238.0
jumper,missed,7.0,Centre,215.0
three pointer,missed,21.0,thomas more,206.0
three pointer,good,20.0,thomas more,149.0
jumper,missed,10.0,Centre,129.0
jumper,good,24.0,Centre,123.0
jumper,good,27.0,Centre,78.0
jumper,good,14.0,Centre,43.0
layup,missed,18.0,thomas more,18.0
three pointer,missed,1.0,thomas more,1.0
layup,missed,1178.0,thomas more,1191.0
layup,missed,1157.0,thomas more,1170.0
three pointer,good,21.0,Centre,1139.0
jumper,missed,20.0,thomas more,1129.0
layup,good,29.0,thomas more,1125.0
layup,missed,12.0,Centre,1107.0
layup,missed,26.0,Centre,1103.0
layup,good,26.0,Centre,1085.0
layup,good,18.0,thomas more,1072.0
jumper,good,4.0,Centre,1046.0
three pointer,missed,27.0,Centre,1018.0
jumper,missed,27.0,Centre,1003.0
three pointer,missed,21.0,Centre,977.0
three pointer,good,25.0,Centre,945.0
jumper,good,15.0,thomas more,930.0
jumper,missed,17.0,Centre,917.0
three pointer,missed,19.0,Centre,906.0
three pointer,missed,11.0,Centre,866.0
layup,good,24.0,Centre,860.0
three pointer,missed,6.0,thomas more,836.0
jumper,good,21.0,Centre,827.0
layup,missed,16.0,thomas more,813.0
three pointer,good,24.0,thomas more,807.0
jumper,good,17.0,Centre,794.0
three pointer,good,15.0,thomas more,779.0
three pointer,missed,26.0,thomas more,715.0
layup,missed,17.0,Centre,682.0
three pointer,missed,16.0,Centre,658.0
jumper,good,27.0,Centre,648.0
three pointer,good,17.0,thomas more,635.0
three pointer,missed,8.0,Centre,613.0
three pointer,good,21.0,Centre,593.0
three pointer,missed,14.0,thomas more,577.0
layup,missed,11.0,Centre,558.0
jumper,good,20.0,Centre,521.0
layup,missed,26.0,Centre,490.0
layup,good,24.0,thomas more,484.0
three pointer,missed,14.0,Centre,468.0
layup,good,15.0,thomas more,408.0
jumper,good,1.0,Centre,379.0
jumper,good,12.0,thomas more,361.0
jumper,missed,12.0,Centre,343.0
jumper,missed,19.0,thomas more,332.0
jumper,good,16.0,thomas more,318.0
layup,missed,11.0,Centre,299.0
jumper,good,26.0,Centre,295.0
three pointer,missed,8.0,thomas more,249.0
layup,missed,22.0,thomas more,234.0
jumper,missed,8.0,Centre,212.0
jumper,missed,16.0,thomas more,198.0
jumper,missed,11.0,thomas more,152.0
three pointer,missed,4.0,Centre,126.0
jumper,missed,10.0,Centre,48.0
layup,missed,13.0,thomas more,31.0
layup,good,13.0,Centre,13.0
three pointer,good,1.0,thomas more,1.0
jumper,good,265.0,thomas more,283.0
jumper,good,15.0,Centre,221.0
three pointer,missed,18.0,thomas more,209.0
layup,missed,25.0,thomas more,204.0
jumper,missed,6.0,Centre,180.0
three pointer,missed,25.0,Centre,175.0
layup,missed,8.0,Centre,122.0
three pointer,good,7.0,thomas more,99.0
three pointer,missed,10.0,Centre,79.0
layup,good,13.0,Centre,55.0
layup,missed,9.0,thomas more,34.0
layup,good,16.0,Centre,16.0
layup,good,5.0,thomas more,5.0
jumper,missed,0.0,Centre,0.0
three pointer,missed,23.0,Centre,1077.0
three pointer,missed,8.0,Centre,1033.0
three pointer,missed,-20.0,Centre,953.0
three pointer,missed,13.0,berea college,871.0
three pointer,good,5.0,Centre,846.0
three pointer,missed,21.0,Centre,820.0
three pointer,good,17.0,Centre,660.0
three pointer,missed,9.0,Centre,639.0
three pointer,good,16.0,berea college,625.0
three pointer,missed,3.0,Centre,554.0
three pointer,missed,7.0,Centre,394.0
three pointer,missed,20.0,berea college,302.0
three pointer,missed,-42.0,Centre,137.0
three pointer,good,5.0,berea college,47.0
three pointer,missed,1160.0,berea college,1177.0
three pointer,missed,17.0,berea college,1134.0
three pointer,missed,7.0,Centre,1111.0
three pointer,missed,5.0,berea college,1031.0
three pointer,missed,18.0,berea college,902.0
three pointer,missed,7.0,berea college,879.0
three pointer,missed,24.0,berea college,806.0
three pointer,missed,13.0,Centre,720.0
three pointer,good,9.0,Centre,612.0
three pointer,missed,3.0,berea college,585.0
three pointer,missed,21.0,Centre,537.0
three pointer,missed,8.0,Centre,428.0
three pointer,missed,18.0,berea college,416.0
three pointer,missed,12.0,Centre,398.0
three pointer,good,5.0,Centre,318.0
three pointer,missed,19.0,Centre,40.0
three pointer,missed,0.0,Centre,0.0
three pointer,missed,21.0,Centre,591.0
layup,missed,14.0,birmingham-so.,566.0
jumper,good,15.0,Centre,551.0
three pointer,missed,20.0,birmingham-so.,541.0
jumper,good,17.0,Centre,528.0
three pointer,missed,14.0,birmingham-so.,512.0
jumper,missed,21.0,Centre,503.0
three pointer,missed,21.0,birmingham-so.,492.0
jumper,good,24.0,birmingham-so.,472.0
three pointer,good,16.0,Centre,458.0
jumper,good,15.0,birmingham-so.,443.0
layup,missed,12.0,birmingham-so.,425.0
layup,good,8.0,Centre,403.0
jumper,missed,25.0,birmingham-so.,375.0
jumper,good,16.0,Centre,359.0
three pointer,missed,20.0,birmingham-so.,349.0
layup,missed,4.0,birmingham-so.,303.0
jumper,good,19.0,birmingham-so.,285.0
three pointer,missed,20.0,Centre,275.0
three pointer,missed,24.0,birmingham-so.,269.0
layup,missed,16.0,Centre,255.0
layup,missed,10.0,birmingham-so.,235.0
layup,missed,20.0,Centre,219.0
jumper,missed,21.0,birmingham-so.,210.0
three pointer,missed,17.0,Centre,197.0
three pointer,missed,21.0,birmingham-so.,188.0
layup,missed,19.0,Centre,177.0
layup,missed,21.0,birmingham-so.,168.0
jumper,good,14.0,Centre,152.0
three pointer,missed,21.0,birmingham-so.,143.0
jumper,missed,19.0,Centre,132.0
layup,missed,17.0,birmingham-so.,119.0
layup,missed,18.0,Centre,98.0
layup,missed,11.0,Centre,91.0
layup,missed,3.0,Centre,83.0
jumper,good,23.0,birmingham-so.,75.0
jumper,missed,3.0,Centre,48.0
layup,missed,20.0,birmingham-so.,38.0
layup,good,19.0,Centre,19.0
jumper,good,10.0,birmingham-so.,10.0
layup,good,0.0,birmingham-so.,0.0
jumper,missed,20.0,Centre,594.0
three pointer,good,19.0,birmingham-so.,563.0
layup,good,17.0,Centre,550.0
jumper,good,21.0,birmingham-so.,541.0
layup,missed,17.0,Centre,528.0
jumper,good,9.0,Centre,520.0
layup,missed,24.0,birmingham-so.,514.0
layup,good,23.0,Centre,507.0
jumper,good,27.0,birmingham-so.,504.0
jumper,missed,24.0,Centre,463.0
layup,missed,26.0,Centre,459.0
three pointer,missed,19.0,birmingham-so.,448.0
jumper,good,15.0,Centre,433.0
jumper,good,19.0,birmingham-so.,422.0
layup,missed,18.0,Centre,410.0
layup,missed,28.0,Centre,408.0
jumper,missed,28.0,Centre,408.0
jumper,missed,28.0,birmingham-so.,408.0
layup,good,30.0,Centre,408.0
three pointer,missed,12.0,birmingham-so.,360.0
jumper,good,20.0,Centre,350.0
jumper,good,18.0,birmingham-so.,338.0
layup,missed,20.0,Centre,328.0
jumper,good,16.0,birmingham-so.,313.0
three pointer,missed,24.0,birmingham-so.,300.0
three pointer,missed,17.0,Centre,287.0
layup,missed,22.0,Centre,255.0
layup,good,19.0,Centre,238.0
three pointer,missed,17.0,birmingham-so.,225.0
three pointer,missed,20.0,Centre,215.0
three pointer,missed,18.0,birmingham-so.,200.0
layup,good,16.0,birmingham-so.,171.0
jumper,good,19.0,Centre,160.0
three pointer,good,21.0,birmingham-so.,151.0
three pointer,missed,9.0,Centre,130.0
layup,missed,24.0,birmingham-so.,111.0
three pointer,missed,23.0,birmingham-so.,104.0
layup,good,15.0,Centre,89.0
jumper,good,23.0,Centre,70.0
three pointer,missed,0.0,birmingham-so.,0.0
layup,missed,9.0,Centre,579.0
layup,missed,16.0,birmingham-so.,565.0
jumper,missed,14.0,Centre,549.0
