,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREWB,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
359,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,359,02:41,,,,,"MISS 3PTR by JOHNSON,VELVET",,,"MISS 3PTR by JOHNSON,VELVET",2,three pointer,missed,millsapswbb,velvet johnson,,161
360,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,360,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",2,defensive rebound,,Centre,maggie hartlage,,
361,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,361,02:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,155
362,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,362,02:35,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,155
363,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,363,02:35,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,155
364,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,364,02:25,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",2,jumper,missed,Centre,maggie hartlage,,145
365,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,365,--,"REBOUND OFF by KELLAM,PAIGE",,,,,,,"REBOUND OFF by KELLAM,PAIGE",2,offensive rebound,,Centre,paige kellam,,
366,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,366,02:15,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2,turnover,,Centre,,,135
367,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,367,01:51,,45 (+1),,44,"GOOD JUMPER by JOHNSON,VELVET",MILLSAPW 45-44 (+1),,"GOOD JUMPER by JOHNSON,VELVET",2,jumper,good,millsapswbb,velvet johnson,2,111
368,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,368,--,,,,,"ASSIST  by FREEMAN,KALA",,,"ASSIST  by FREEMAN,KALA",2,assist,,millsapswbb,kala freeman,,
369,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,369,01:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,108
370,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,370,01:28,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",2,three pointer,missed,Centre,bonnie rhule,,88
371,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,371,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
372,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,372,00:53,,45,,46 (+1),"GOOD JUMPER by HOLMES,BEVERLY",MILLSAPW 45-46 (-1),,"GOOD JUMPER by HOLMES,BEVERLY",2,jumper,good,millsapswbb,beverly holmes,2,53
373,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,373,00:34,"MISS JUMPER by COLLIVER,OLIVIA",,,,,,,"MISS JUMPER by COLLIVER,OLIVIA",2,jumper,missed,Centre,olivia colliver,,34
374,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,374,--,,,,,"REBOUND DEF by HOLMES,BEVERLY",,,"REBOUND DEF by HOLMES,BEVERLY",2,defensive rebound,,millsapswbb,beverly holmes,,
375,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,375,00:31,"FOUL  by KELLAM,PAIGE",,,,,,,"FOUL  by KELLAM,PAIGE",2,foul,,Centre,paige kellam,,31
376,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,376,00:31,,45,,47 (+2),"GOOD FT by HOLMES,BEVERLY",MILLSAPW 45-47 (-2),,"GOOD FT by HOLMES,BEVERLY",2,free throw,good,millsapswbb,beverly holmes,1,31
377,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,377,00:31,,45,,48 (+3),"GOOD FT by HOLMES,BEVERLY",MILLSAPW 45-48 (-3),,"GOOD FT by HOLMES,BEVERLY",2,free throw,good,millsapswbb,beverly holmes,1,31
378,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,378,00:27,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,27
379,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,379,00:20,"MISS 3PTR by GUY,ALEXIS",,,,,,,"MISS 3PTR by GUY,ALEXIS",2,three pointer,missed,Centre,alexis guy,,20
380,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,380,--,,,,,"REBOUND DEF by RANDLE,KELLI",,,"REBOUND DEF by RANDLE,KELLI",2,defensive rebound,,millsapswbb,kelli randle,,
381,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,381,00:16,"FOUL  by COLLIVER,OLIVIA",,,,,,,"FOUL  by COLLIVER,OLIVIA",2,foul,,Centre,olivia colliver,,16
382,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,382,00:16,,,,,"MISS FT by RANDLE,KELLI",,,"MISS FT by RANDLE,KELLI",2,free throw,missed,millsapswbb,kelli randle,,16
383,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,383,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
384,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,384,00:16,,45,,49 (+4),"GOOD FT by RANDLE,KELLI",MILLSAPW 45-49 (-4),,"GOOD FT by RANDLE,KELLI",2,free throw,good,millsapswbb,kelli randle,1,16
385,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,385,00:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,10
386,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,386,00:07,,,,,"FOUL  by RANDLE,KELLI",,,"FOUL  by RANDLE,KELLI",2,foul,,millsapswbb,kelli randle,,7
387,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,387,00:07,"GOOD FT by GUY,ALEXIS",46,,49 (+3),,CENTREWB 46-49 (-3),,"GOOD FT by GUY,ALEXIS",2,free throw,good,Centre,alexis guy,1,7
388,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,388,00:07,"GOOD FT by GUY,ALEXIS",47,,49 (+2),,CENTREWB 47-49 (-2),,"GOOD FT by GUY,ALEXIS",2,free throw,good,Centre,alexis guy,1,7
389,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,389,00:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,7
390,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,390,00:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,7
391,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,391,00:06,,47,,50 (+3),"GOOD FT by JOHNSON,VELVET",MILLSAPW 47-50 (-3),,"GOOD FT by JOHNSON,VELVET",2,free throw,good,millsapswbb,velvet johnson,1,6
392,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,392,00:06,,47,,51 (+4),"GOOD FT by JOHNSON,VELVET",MILLSAPW 47-51 (-4),,"GOOD FT by JOHNSON,VELVET",2,free throw,good,millsapswbb,velvet johnson,1,6
393,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,393,00:05,"FOUL  by RHULE,BONNIE",,,,,,,"FOUL  by RHULE,BONNIE",2,foul,,Centre,bonnie rhule,,5
394,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,394,00:01,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,1
395,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,395,--,"REBOUND OFF by RHULE,BONNIE",,,,,,,"REBOUND OFF by RHULE,BONNIE",2,offensive rebound,,Centre,bonnie rhule,,
